policy,exposure,num_claims,amt_claims,f_primary_age_tier,f_primary_gender,f_marital,f_residence_location,f_fire_alarm_type,f_mile_fire_station,f_aoi_tier
P26805,1,1,513.47,38 - 60,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
A26806,1,0,0.00,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
A26807,1,1,"4,256.99",28 - 37,Female,Married,Suburban,None,< 1 mile,< 100K
A26808,0.14,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,100K - 350K
P26809,0.09,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
G26810,1,1,"1,007.80",< 21,Male,Not Married,Urban,Alarm Service,< 1 mile,100K - 350K
P26811,1,1,153.63,38 - 60,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
P26812,1,0,0.00,< 21,Male,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G26813,0.77,0,0.00,< 21,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z26814,1,3,"8,035.10",< 21,Female,Un-Married,Rural,None,6 - 10 miles,601K - 1M
A26815,1,1,"2,706.10",28 - 37,Female,Not Married,Urban,None,< 1 mile,351K - 600K
Z26816,0.96,0,0.00,< 21,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A26817,1,0,0.00,> 60,Male,Married,Suburban,None,< 1 mile,100K - 350K
Z26818,1,2,"1,881.54",28 - 37,Female,Married,Urban,Alarm Service,1 - 5 miles,> 1M
G26819,1,1,429.78,> 60,Female,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
Z26820,1,0,0.00,> 60,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G26821,1,1,"1,490.65",28 - 37,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,601K - 1M
A26822,0.65,1,"2,052.36",28 - 37,Male,Not Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P26823,1,1,"1,445.65",21 - 27,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
A26824,0.13,1,319.63,28 - 37,Male,Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
G26825,1,1,"1,204.07",> 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
Z26826,1,0,0.00,28 - 37,Female,Not Married,Suburban,None,< 1 mile,100K - 350K
G26827,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A26828,1,1,"1,125.78",28 - 37,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
A26829,1,1,"2,203.79",28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
P26830,1,1,"1,776.95",< 21,Female,Un-Married,Suburban,Standalone,1 - 5 miles,< 100K
A26831,1,1,"1,351.12",21 - 27,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
Z26832,1,0,0.00,21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
Z26833,1,1,107.13,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,601K - 1M
P26834,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,1 - 5 miles,351K - 600K
G26835,1,1,287.13,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,< 100K
G26836,1,0,0.00,> 60,Male,Married,Urban,None,< 1 mile,100K - 350K
P26837,1,0,0.00,> 60,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
A26838,0.25,1,"4,190.26",> 60,Male,Un-Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P26839,0.75,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
A26840,1,0,0.00,38 - 60,Female,Not Married,Suburban,None,< 1 mile,351K - 600K
Z26841,0.35,1,331.32,21 - 27,Male,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P26842,1,0,0.00,38 - 60,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P26843,1,0,0.00,28 - 37,Female,Un-Married,Rural,Standalone,> 10 miles,351K - 600K
P26844,1,3,"4,576.17",< 21,Female,Un-Married,Rural,Alarm Service,> 10 miles,351K - 600K
A26845,1,1,"1,670.43",28 - 37,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
G26846,1,0,0.00,38 - 60,Male,Un-Married,Urban,None,1 - 5 miles,< 100K
G26847,1,1,"1,701.47",< 21,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,< 100K
Z26848,1,2,810.37,38 - 60,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
P26849,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,< 100K
P26850,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
Z26851,1,0,0.00,28 - 37,Male,Married,Urban,None,< 1 mile,351K - 600K
G26852,1,0,0.00,21 - 27,Male,Not Married,Suburban,None,< 1 mile,< 100K
Z26853,1,1,"2,019.83",28 - 37,Male,Un-Married,Urban,Standalone,6 - 10 miles,351K - 600K
P26854,0.57,2,"3,501.71",38 - 60,Female,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
Z26855,1,1,407.62,< 21,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
P26856,1,0,0.00,21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
A26857,1,2,"1,673.40",28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
P26858,1,3,"4,389.24",21 - 27,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
A26859,1,1,996.90,< 21,Male,Married,Urban,Alarm Service,< 1 mile,351K - 600K
P26860,1,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
Z26861,0.82,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
P26862,1,1,"1,385.30",21 - 27,Male,Married,Urban,Standalone,1 - 5 miles,< 100K
G26863,1,0,0.00,> 60,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
G26864,1,0,0.00,> 60,Female,Married,Urban,None,< 1 mile,601K - 1M
G26865,1,1,"1,496.43",21 - 27,Male,Married,Suburban,None,6 - 10 miles,351K - 600K
A26866,1,0,0.00,38 - 60,Female,Not Married,Urban,Alarm Service,< 1 mile,100K - 350K
G26867,1,0,0.00,38 - 60,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G26868,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
Z26869,1,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
Z26870,0.75,0,0.00,38 - 60,Male,Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
A26871,0.82,0,0.00,28 - 37,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G26872,1,0,0.00,21 - 27,Male,Not Married,Urban,Alarm Service,< 1 mile,< 100K
Z26873,1,1,"1,660.27",> 60,Male,Married,Urban,None,6 - 10 miles,351K - 600K
P26874,0.01,0,0.00,< 21,Male,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
A26875,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,< 100K
G26876,1,2,"2,691.66",< 21,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
P26877,1,2,"3,303.80",21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P26878,0.61,0,0.00,< 21,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P26879,0.9,1,"1,402.17",38 - 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G26880,1,0,0.00,21 - 27,Male,Un-Married,Urban,Standalone,1 - 5 miles,100K - 350K
P26881,1,0,0.00,38 - 60,Male,Un-Married,Urban,None,< 1 mile,351K - 600K
P26882,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
Z26883,1,3,"1,004.53",28 - 37,Male,Married,Urban,Standalone,1 - 5 miles,< 100K
G26884,1,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
A26885,1,0,0.00,28 - 37,Male,Married,Urban,Alarm Service,< 1 mile,100K - 350K
A26886,1,0,0.00,28 - 37,Female,Married,Suburban,None,< 1 mile,100K - 350K
Z26887,1,0,0.00,38 - 60,Female,Not Married,Urban,None,1 - 5 miles,601K - 1M
A26888,1,1,28.12,38 - 60,Female,Married,Urban,None,1 - 5 miles,100K - 350K
G26889,1,3,"5,708.51",21 - 27,Female,Un-Married,Rural,None,> 10 miles,351K - 600K
A26890,0.29,1,"4,865.30",21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,> 1M
P26891,1,0,0.00,< 21,Female,Un-Married,Urban,None,< 1 mile,100K - 350K
Z26892,1,0,0.00,28 - 37,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
A26893,1,0,0.00,< 21,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
A26894,1,1,"3,548.33",21 - 27,Male,Married,Suburban,None,< 1 mile,100K - 350K
G26895,1,0,0.00,21 - 27,Female,Un-Married,Rural,Alarm Service,1 - 5 miles,351K - 600K
A26896,1,1,651.92,28 - 37,Female,Not Married,Suburban,Standalone,< 1 mile,< 100K
P26897,1,0,0.00,< 21,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
G26898,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G26899,1,0,0.00,28 - 37,Female,Un-Married,Suburban,Standalone,< 1 mile,< 100K
Z26900,0.19,0,0.00,21 - 27,Female,Not Married,Urban,Standalone,< 1 mile,< 100K
P26901,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
G26902,1,0,0.00,21 - 27,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A26903,1,1,715.60,< 21,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
A26904,1,0,0.00,< 21,Male,Married,Suburban,None,< 1 mile,> 1M
A26905,1,2,"4,093.46",21 - 27,Female,Married,Suburban,Standalone,< 1 mile,< 100K
Z26906,0.71,1,"1,501.71",28 - 37,Male,Married,Suburban,None,< 1 mile,100K - 350K
P26907,0.32,2,"1,293.65",21 - 27,Female,Married,Urban,Alarm Service,< 1 mile,351K - 600K
G26908,1,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,< 100K
P26909,1,0,0.00,28 - 37,Male,Not Married,Urban,Standalone,< 1 mile,601K - 1M
Z26910,1,1,898.42,21 - 27,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A26911,1,0,0.00,28 - 37,Female,Not Married,Urban,None,1 - 5 miles,100K - 350K
G26912,0.48,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G26913,1,1,332.19,28 - 37,Male,Married,Rural,Alarm Service,6 - 10 miles,351K - 600K
Z26914,1,1,"1,772.13",21 - 27,Male,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
Z26915,1,0,0.00,28 - 37,Male,Married,Rural,Standalone,6 - 10 miles,< 100K
G26916,0.52,2,"2,569.89",38 - 60,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
A26917,0.51,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
G26918,1,0,0.00,28 - 37,Female,Married,Suburban,None,< 1 mile,351K - 600K
A26919,1,0,0.00,21 - 27,Male,Not Married,Suburban,Alarm Service,1 - 5 miles,> 1M
Z26920,1,1,538.60,38 - 60,Female,Not Married,Urban,None,< 1 mile,601K - 1M
Z26921,1,0,0.00,21 - 27,Male,Not Married,Suburban,None,< 1 mile,351K - 600K
Z26922,0.28,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
A26923,0.28,0,0.00,38 - 60,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
Z26924,1,1,428.85,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
A26925,1,0,0.00,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
G26926,0.92,1,"2,538.69",28 - 37,Male,Not Married,Suburban,None,1 - 5 miles,351K - 600K
A26927,1,1,70.46,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,< 100K
P26928,1,1,630.38,21 - 27,Male,Married,Suburban,None,< 1 mile,> 1M
P26929,1,1,288.20,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,601K - 1M
G26930,1,1,641.88,> 60,Female,Not Married,Urban,None,< 1 mile,< 100K
G26931,1,1,"1,577.56",28 - 37,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
A26932,1,1,671.58,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P26933,1,0,0.00,< 21,Female,Un-Married,Urban,Standalone,1 - 5 miles,100K - 350K
A26934,1,1,"3,747.96",21 - 27,Female,Married,Urban,Standalone,< 1 mile,100K - 350K
P26935,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,> 1M
A26936,1,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
Z26937,1,1,479.92,> 60,Male,Not Married,Urban,None,< 1 mile,351K - 600K
G26938,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
Z26939,1,1,721.40,28 - 37,Female,Un-Married,Urban,None,< 1 mile,351K - 600K
G26940,1,0,0.00,38 - 60,Male,Not Married,Rural,None,> 10 miles,351K - 600K
A26941,1,1,"1,527.75",< 21,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
A26942,0.68,3,"4,218.03",< 21,Female,Not Married,Suburban,Alarm Service,6 - 10 miles,351K - 600K
A26943,1,0,0.00,38 - 60,Male,Married,Urban,None,1 - 5 miles,601K - 1M
G26944,1,0,0.00,38 - 60,Female,Un-Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
G26945,1,0,0.00,> 60,Female,Not Married,Suburban,Alarm Service,< 1 mile,> 1M
Z26946,1,0,0.00,28 - 37,Male,Not Married,Urban,Standalone,< 1 mile,351K - 600K
Z26947,1,1,442.30,28 - 37,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
G26948,1,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,351K - 600K
G26949,1,0,0.00,> 60,Female,Un-Married,Urban,Standalone,< 1 mile,100K - 350K
Z26950,1,1,65.70,38 - 60,Female,Not Married,Rural,Standalone,6 - 10 miles,< 100K
G26951,0.62,1,"2,120.96",38 - 60,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
P26952,1,0,0.00,21 - 27,Female,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
Z26953,1,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A26954,1,2,"3,119.12",< 21,Female,Not Married,Urban,Alarm Service,< 1 mile,< 100K
A26955,1,2,"3,370.38",21 - 27,Female,Not Married,Suburban,Standalone,1 - 5 miles,601K - 1M
Z26956,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,1 - 5 miles,100K - 350K
A26957,1,1,180.01,38 - 60,Male,Married,Urban,None,< 1 mile,< 100K
G26958,1,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,1 - 5 miles,100K - 350K
Z26959,1,0,0.00,38 - 60,Female,Un-Married,Rural,Alarm Service,6 - 10 miles,> 1M
P26960,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,6 - 10 miles,351K - 600K
G26961,1,1,"3,875.48",> 60,Female,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
P26962,1,0,0.00,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
A26963,0.9,1,"1,267.68",38 - 60,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z26964,1,1,926.91,28 - 37,Female,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
P26965,1,0,0.00,38 - 60,Female,Not Married,Urban,None,< 1 mile,100K - 350K
P26966,1,1,"1,908.32",< 21,Male,Not Married,Rural,Alarm Service,6 - 10 miles,100K - 350K
G26967,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P26968,0.6,1,"2,497.32",> 60,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
A26969,1,0,0.00,21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
Z26970,1,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
Z26971,1,0,0.00,28 - 37,Female,Not Married,Urban,Standalone,1 - 5 miles,351K - 600K
G26972,1,0,0.00,> 60,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
G26973,1,0,0.00,> 60,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A26974,1,0,0.00,> 60,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
P26975,0.68,0,0.00,< 21,Female,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
A26976,0.57,2,"4,719.91",38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
Z26977,1,0,0.00,38 - 60,Female,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
Z26978,1,1,"1,772.46",< 21,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
P26979,0.74,1,"3,629.69",28 - 37,Male,Married,Urban,Standalone,< 1 mile,> 1M
A26980,1,2,"4,960.58",21 - 27,Female,Un-Married,Suburban,Standalone,1 - 5 miles,351K - 600K
Z26981,0.43,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
Z26982,1,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G26983,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
G26984,1,0,0.00,38 - 60,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
Z26985,1,0,0.00,38 - 60,Male,Not Married,Suburban,None,< 1 mile,100K - 350K
A26986,1,1,"1,640.78",38 - 60,Male,Married,Suburban,Alarm Service,1 - 5 miles,601K - 1M
G26987,1,0,0.00,38 - 60,Female,Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
G26988,1,1,361.71,38 - 60,Male,Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z26989,1,0,0.00,21 - 27,Female,Un-Married,Suburban,None,< 1 mile,351K - 600K
Z26990,0.2,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z26991,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
G26992,1,0,0.00,> 60,Female,Un-Married,Urban,None,< 1 mile,< 100K
A26993,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
Z26994,1,0,0.00,38 - 60,Male,Married,Suburban,Standalone,< 1 mile,100K - 350K
P26995,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
P26996,1,1,"3,819.16",38 - 60,Female,Un-Married,Suburban,Standalone,< 1 mile,< 100K
Z26997,1,3,"3,012.91",21 - 27,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z26998,0.19,0,0.00,> 60,Male,Not Married,Urban,None,1 - 5 miles,100K - 350K
Z26999,0.26,2,"4,484.93",21 - 27,Female,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
P27000,1,0,0.00,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,100K - 350K
A27001,1,0,0.00,21 - 27,Male,Un-Married,Suburban,Alarm Service,< 1 mile,601K - 1M
G27002,1,2,861.39,21 - 27,Female,Married,Urban,Standalone,< 1 mile,351K - 600K
G27003,1,1,"2,113.12",28 - 37,Female,Not Married,Suburban,None,< 1 mile,601K - 1M
G27004,1,0,0.00,< 21,Female,Not Married,Urban,Standalone,1 - 5 miles,601K - 1M
Z27005,1,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,601K - 1M
P27006,1,1,"2,951.58",28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
Z27007,0.46,0,0.00,28 - 37,Female,Un-Married,Suburban,Alarm Service,< 1 mile,100K - 350K
P27008,0.87,1,527.15,28 - 37,Female,Married,Urban,Standalone,1 - 5 miles,100K - 350K
Z27009,1,1,"2,813.38",28 - 37,Female,Married,Urban,None,< 1 mile,< 100K
P27010,1,1,"1,106.33",28 - 37,Male,Married,Urban,Standalone,6 - 10 miles,100K - 350K
P27011,1,1,"1,507.70",21 - 27,Female,Married,Suburban,Standalone,< 1 mile,601K - 1M
Z27012,1,0,0.00,< 21,Male,Married,Suburban,Standalone,< 1 mile,601K - 1M
Z27013,1,0,0.00,38 - 60,Female,Un-Married,Urban,Alarm Service,6 - 10 miles,100K - 350K
Z27014,0.93,0,0.00,28 - 37,Male,Married,Urban,Standalone,< 1 mile,351K - 600K
G27015,0.25,1,"1,623.96",21 - 27,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z27016,1,0,0.00,28 - 37,Male,Un-Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z27017,1,0,0.00,21 - 27,Female,Not Married,Suburban,Standalone,< 1 mile,100K - 350K
P27018,1,0,0.00,38 - 60,Female,Un-Married,Urban,Alarm Service,< 1 mile,100K - 350K
G27019,1,0,0.00,28 - 37,Male,Married,Suburban,Standalone,< 1 mile,351K - 600K
G27020,1,1,"1,118.05",21 - 27,Male,Not Married,Urban,Alarm Service,< 1 mile,351K - 600K
P27021,1,1,176.57,38 - 60,Female,Not Married,Urban,Standalone,1 - 5 miles,< 100K
Z27022,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
G27023,1,0,0.00,38 - 60,Female,Un-Married,Urban,Standalone,1 - 5 miles,351K - 600K
A27024,1,0,0.00,< 21,Male,Un-Married,Urban,Alarm Service,6 - 10 miles,< 100K
G27025,1,1,"1,301.20",< 21,Female,Un-Married,Rural,Alarm Service,6 - 10 miles,351K - 600K
G27026,1,1,"2,524.14",38 - 60,Female,Not Married,Rural,Standalone,> 10 miles,601K - 1M
Z27027,1,2,"2,452.05",21 - 27,Female,Not Married,Suburban,Alarm Service,< 1 mile,100K - 350K
A27028,0.02,0,0.00,< 21,Male,Not Married,Urban,Alarm Service,1 - 5 miles,100K - 350K
Z27029,1,0,0.00,28 - 37,Female,Un-Married,Urban,None,< 1 mile,100K - 350K
A27030,1,0,0.00,38 - 60,Male,Married,Urban,Standalone,< 1 mile,100K - 350K
Z27031,0.47,1,628.64,38 - 60,Female,Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
Z27032,1,0,0.00,21 - 27,Female,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
Z27033,1,1,"1,664.33",21 - 27,Male,Un-Married,Urban,None,< 1 mile,100K - 350K
Z27034,1,0,0.00,38 - 60,Female,Married,Urban,Standalone,< 1 mile,601K - 1M
Z27035,1,0,0.00,38 - 60,Female,Married,Suburban,Standalone,1 - 5 miles,> 1M
G27036,0.9,0,0.00,28 - 37,Female,Married,Suburban,Alarm Service,< 1 mile,100K - 350K
A27037,1,2,"1,313.58",> 60,Male,Un-Married,Urban,Alarm Service,< 1 mile,351K - 600K
P27038,0.31,1,202.01,21 - 27,Male,Married,Urban,Alarm Service,1 - 5 miles,351K - 600K
Z27039,1,0,0.00,< 21,Female,Married,Urban,None,< 1 mile,100K - 350K
A27040,1,0,0.00,38 - 60,Male,Married,Suburban,None,< 1 mile,351K - 600K
Z27041,1,0,0.00,< 21,Male,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
Z27042,1,1,251.03,38 - 60,Female,Not Married,Rural,Standalone,> 10 miles,100K - 350K
P27043,0.06,0,0.00,28 - 37,Female,Married,Rural,Alarm Service,6 - 10 miles,601K - 1M
P27044,1,0,0.00,> 60,Male,Married,Urban,Alarm Service,< 1 mile,601K - 1M
G27045,1,2,952.93,< 21,Male,Married,Suburban,None,< 1 mile,351K - 600K
Z27046,1,0,0.00,28 - 37,Male,Not Married,Urban,None,< 1 mile,100K - 350K
P27047,1,0,0.00,21 - 27,Female,Not Married,Urban,Alarm Service,< 1 mile,> 1M
Z27048,1,0,0.00,38 - 60,Female,Un-Married,Rural,Alarm Service,> 10 miles,< 100K
Z27049,1,4,"10,515.86",< 21,Female,Un-Married,Suburban,None,< 1 mile,601K - 1M
Z27050,0.09,0,0.00,38 - 60,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
P27051,1,0,0.00,28 - 37,Male,Un-Married,Urban,Standalone,< 1 mile,351K - 600K
G27052,1,2,"9,996.05",28 - 37,Female,Un-Married,Rural,None,6 - 10 miles,601K - 1M
G27053,1,0,0.00,28 - 37,Male,Not Married,Suburban,Standalone,< 1 mile,351K - 600K
A27054,1,0,0.00,> 60,Female,Married,Urban,Alarm Service,< 1 mile,100K - 350K
P27055,1,1,"2,579.07",21 - 27,Male,Un-Married,Suburban,Alarm Service,1 - 5 miles,351K - 600K
Z27056,1,0,0.00,21 - 27,Male,Not Married,Urban,Standalone,< 1 mile,601K - 1M
G27057,0.05,0,0.00,> 60,Female,Not Married,Urban,Alarm Service,< 1 mile,100K - 350K
A27058,1,2,"1,656.02",28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
Z27059,0.89,0,0.00,< 21,Female,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
Z27060,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,< 1 mile,351K - 600K
A27061,1,2,"2,600.07",38 - 60,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
A27062,1,0,0.00,< 21,Male,Married,Suburban,Alarm Service,< 1 mile,351K - 600K
G27063,1,3,"2,422.70",28 - 37,Male,Un-Married,Suburban,Standalone,< 1 mile,100K - 350K
G27064,1,2,"1,693.98",21 - 27,Male,Not Married,Suburban,None,6 - 10 miles,100K - 350K
A27065,1,2,867.87,21 - 27,Female,Married,Suburban,Standalone,< 1 mile,100K - 350K
G27066,1,1,103.07,28 - 37,Male,Not Married,Suburban,Standalone,< 1 mile,< 100K
Z27067,1,0,0.00,28 - 37,Female,Un-Married,Urban,Standalone,< 1 mile,601K - 1M
G27068,1,0,0.00,38 - 60,Female,Not Married,Urban,Standalone,< 1 mile,100K - 350K
P27069,1,1,211.78,> 60,Female,Un-Married,Urban,None,1 - 5 miles,100K - 350K
G27070,0.56,0,0.00,38 - 60,Male,Not Married,Urban,Alarm Service,1 - 5 miles,< 100K
Z27071,1,1,"1,346.38",< 21,Female,Not Married,Suburban,Standalone,1 - 5 miles,100K - 350K
Z27072,1,1,"1,774.55",38 - 60,Female,Not Married,Rural,Alarm Service,1 - 5 miles,351K - 600K
A27073,1,1,"1,388.51",> 60,Male,Married,Suburban,Alarm Service,1 - 5 miles,100K - 350K
P27074,1,1,389.34,21 - 27,Female,Married,Suburban,Standalone,1 - 5 miles,351K - 600K
A27075,1,0,0.00,28 - 37,Male,Un-Married,Urban,None,6 - 10 miles,351K - 600K
G27076,1,0,0.00,28 - 37,Male,Not Married,Urban,Alarm Service,1 - 5 miles,< 100K
A27077,1,1,"1,779.88",21 - 27,Female,Married,Urban,Alarm Service,1 - 5 miles,> 1M
P27078,1,1,70.45,38 - 60,Female,Married,Urban,Standalone,< 1 mile,< 100K
P27079,1,3,"6,316.55",28 - 37,Male,Not Married,Urban,Standalone,1 - 5 miles,351K - 600K
P27080,1,0,0.00,28 - 37,Female,Married,Suburban,Standalone,1 - 5 miles,601K - 1M
Z27081,1,0,0.00,21 - 27,Male,Un-Married,Suburban,Standalone,< 1 mile,351K - 600K
