,MSTATUS,TRAVTIME,TIF,CAR_TYPE,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
8102,Yes,21,6,Minivan,No,2,16.0,Highly Urban/ Urban,0,1.0
8103,No,36,1,Sports Car,No,0,7.0,Highly Rural/ Rural,0,1.0
8104,Yes,5,9,SUV,No,5,13.0,Highly Urban/ Urban,0,0.438
8105,Yes,47,10,Minivan,No,0,1.0,Highly Urban/ Urban,0,0.195
8106,Yes,28,6,Minivan,No,0,10.0,Highly Urban/ Urban,0,1.0
8107,No,31,11,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8108,No,24,5,Pickup,No,0,6.0,Highly Rural/ Rural,0,1.0
8109,Yes,48,1,Van,No,4,1.0,Highly Urban/ Urban,6,1.0
8110,Yes,14,10,Pickup,No,3,15.0,Highly Urban/ Urban,0,1.0
8111,Yes,58,1,SUV,Yes,4,1.0,Highly Urban/ Urban,0,1.0
8112,Yes,61,9,SUV,No,0,7.0,Highly Urban/ Urban,3,0.948
8113,No,19,3,Minivan,No,0,7.0,Highly Rural/ Rural,0,1.0
8114,No,46,1,Minivan,No,0,1.0,Highly Rural/ Rural,0,1.0
8115,No,32,4,SUV,No,0,6.0,Highly Urban/ Urban,1,1.0
8116,No,34,6,Sports Car,No,3,17.0,Highly Urban/ Urban,0,1.0
8117,Yes,14,7,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8118,No,15,6,Minivan,Yes,2,11.0,Highly Urban/ Urban,0,1.0
8119,Yes,46,7,Sports Car,No,0,23.0,Highly Urban/ Urban,0,1.0
8120,No,46,6,Sports Car,No,1,12.0,Highly Urban/ Urban,0,1.0
8121,No,5,1,Sports Car,No,6,7.0,Highly Urban/ Urban,2,0.63
8122,No,38,1,Minivan,No,0,7.0,Highly Rural/ Rural,0,1.0
8123,Yes,36,9,Pickup,No,0,1.0,Highly Rural/ Rural,0,1.0
8124,Yes,41,4,Minivan,No,4,7.0,Highly Urban/ Urban,0,1.0
8125,No,5,8,SUV,No,0,12.0,Highly Urban/ Urban,2,0.456
8126,No,50,6,Van,No,1,1.0,Highly Rural/ Rural,0,1.0
8127,No,14,4,Minivan,No,1,15.0,Highly Rural/ Rural,0,1.0
8128,No,31,6,Van,No,4,14.0,Highly Urban/ Urban,4,0.489
8129,Yes,34,10,Sports Car,No,0,1.0,Highly Urban/ Urban,0,1.0
8130,Yes,28,4,SUV,Yes,3,11.0,Highly Urban/ Urban,0,1.0
8131,Yes,13,1,Panel Truck,No,0,1.0,Highly Rural/ Rural,0,1.0
8132,No,43,7,Panel Truck,No,7,9.0,Highly Urban/ Urban,3,1.0
8133,Yes,5,13,SUV,No,7,1.0,Highly Urban/ Urban,0,1.0
8134,Yes,56,10,Sports Car,No,0,8.0,Highly Urban/ Urban,0,0.66
8135,Yes,17,13,Minivan,No,4,5.0,Highly Urban/ Urban,1,1.0
8136,Yes,27,4,SUV,No,1,7.0,Highly Urban/ Urban,0,1.0
8137,Yes,23,6,SUV,No,0,19.0,Highly Urban/ Urban,0,0.825
8138,Yes,30,9,Minivan,No,0,10.0,Highly Urban/ Urban,0,1.0
8139,Yes,72,6,Pickup,No,2,7.0,Highly Rural/ Rural,0,1.0
8140,Yes,10,19,Panel Truck,No,0,1.0,Highly Urban/ Urban,0,0.234
8141,Yes,56,2,Pickup,No,1,1.0,Highly Rural/ Rural,0,1.0
8142,No,27,1,SUV,Yes,1,7.0,Highly Rural/ Rural,0,1.0
8143,Yes,58,1,Panel Truck,No,1,15.0,Highly Rural/ Rural,0,1.0
8144,Yes,14,4,Pickup,No,2,1.0,Highly Urban/ Urban,0,1.0
8145,Yes,33,1,SUV,No,6,12.0,Highly Urban/ Urban,3,1.0
8146,Yes,35,7,Pickup,No,2,,Highly Rural/ Rural,0,1.0
8147,No,53,6,Panel Truck,No,0,14.0,Highly Urban/ Urban,0,1.0
8148,No,32,10,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
8149,Yes,39,1,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
8150,Yes,69,4,Van,No,2,1.0,Highly Rural/ Rural,0,1.0
8151,No,55,4,Pickup,Yes,3,4.0,Highly Urban/ Urban,1,1.0
8152,Yes,5,1,Minivan,No,3,15.0,Highly Urban/ Urban,0,1.0
8153,No,27,1,SUV,No,0,6.0,Highly Urban/ Urban,3,0.843
8154,Yes,12,9,Van,Yes,6,4.0,Highly Urban/ Urban,0,1.0
8155,No,21,1,Van,No,0,10.0,Highly Urban/ Urban,0,1.0
8156,No,41,6,Minivan,No,5,8.0,Highly Urban/ Urban,0,1.0
8157,No,17,1,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
8158,Yes,51,4,SUV,No,1,11.0,Highly Rural/ Rural,0,1.0
8159,No,14,6,Pickup,No,0,12.0,Highly Urban/ Urban,0,1.0
8160,Yes,15,6,SUV,No,2,8.0,Highly Urban/ Urban,0,1.0
8161,Yes,33,1,SUV,No,0,12.0,Highly Urban/ Urban,0,1.0
8162,No,31,1,SUV,No,0,8.0,Highly Urban/ Urban,0,1.0
8163,Yes,41,12,SUV,No,0,1.0,Highly Urban/ Urban,4,0.174
8164,Yes,42,3,Pickup,No,0,6.0,Highly Urban/ Urban,0,1.0
8165,Yes,44,10,Pickup,Yes,4,8.0,Highly Urban/ Urban,0,1.0
8166,Yes,16,6,Van,No,1,1.0,Highly Rural/ Rural,0,1.0
8167,Yes,5,17,SUV,No,0,8.0,Highly Rural/ Rural,0,0.783
8168,No,28,13,Van,No,2,,Highly Urban/ Urban,0,1.0
8169,Yes,19,1,Van,No,0,9.0,Highly Urban/ Urban,0,1.0
8170,No,19,3,Pickup,No,3,8.0,Highly Urban/ Urban,2,0.15
8171,No,32,10,Panel Truck,Yes,0,10.0,Highly Urban/ Urban,8,0.729
8172,No,32,13,Panel Truck,No,5,,Highly Urban/ Urban,0,1.0
8173,Yes,50,1,Panel Truck,No,0,21.0,Highly Urban/ Urban,0,1.0
8174,Yes,11,6,Minivan,Yes,5,1.0,Highly Urban/ Urban,0,1.0
8175,Yes,25,16,Minivan,No,0,0.0,Highly Rural/ Rural,0,1.0
8176,No,28,20,Pickup,No,2,19.0,Highly Rural/ Rural,0,1.0
8177,Yes,45,7,Pickup,No,0,11.0,Highly Urban/ Urban,1,1.0
8178,Yes,6,13,Pickup,No,4,,Highly Urban/ Urban,0,1.0
8179,Yes,26,6,SUV,Yes,1,,Highly Urban/ Urban,0,0.309
8180,Yes,40,4,Sports Car,No,1,1.0,Highly Urban/ Urban,0,1.0
8181,Yes,21,9,Pickup,No,2,1.0,Highly Urban/ Urban,4,1.0
8182,No,59,6,SUV,No,0,,Highly Urban/ Urban,0,0.996
8183,Yes,40,7,SUV,Yes,2,6.0,Highly Urban/ Urban,3,0.366
8184,Yes,76,7,Pickup,No,2,20.0,Highly Urban/ Urban,0,1.0
8185,Yes,20,15,SUV,No,1,17.0,Highly Urban/ Urban,6,1.0
8186,Yes,58,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,0.027
8187,Yes,27,1,SUV,No,4,1.0,Highly Urban/ Urban,0,0.903
8188,Yes,32,4,SUV,Yes,0,6.0,Highly Rural/ Rural,0,1.0
8189,No,37,6,SUV,No,3,,Highly Urban/ Urban,0,1.0
8190,No,10,3,Minivan,Yes,5,18.0,Highly Urban/ Urban,0,0.762
8191,Yes,30,4,SUV,No,0,9.0,Highly Rural/ Rural,0,1.0
8192,Yes,55,1,SUV,No,2,20.0,Highly Urban/ Urban,2,1.0
8193,Yes,44,21,SUV,No,5,12.0,Highly Urban/ Urban,3,1.0
8194,No,61,10,Sports Car,No,0,4.0,Highly Rural/ Rural,0,1.0
8195,Yes,5,1,Pickup,No,0,18.0,Highly Urban/ Urban,0,0.843
8196,Yes,27,1,SUV,No,3,1.0,Highly Urban/ Urban,3,1.0
8197,No,33,1,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8198,No,48,1,SUV,No,5,19.0,Highly Urban/ Urban,6,1.0
8199,No,59,10,SUV,No,0,8.0,Highly Rural/ Rural,0,1.0
8200,Yes,27,4,Panel Truck,No,0,1.0,Highly Urban/ Urban,1,1.0
8201,Yes,30,11,SUV,No,0,10.0,Highly Urban/ Urban,0,1.0
8202,No,21,1,Van,Yes,6,7.0,Highly Urban/ Urban,0,0.459
8203,No,22,1,Minivan,No,0,1.0,Highly Urban/ Urban,7,0.411
8204,Yes,34,4,Pickup,No,2,1.0,Highly Urban/ Urban,0,1.0
8205,Yes,18,1,Minivan,No,0,11.0,Highly Urban/ Urban,0,0.126
8206,No,30,16,Van,No,0,19.0,Highly Urban/ Urban,0,1.0
8207,No,41,3,SUV,No,4,1.0,Highly Urban/ Urban,2,0.057
8208,No,22,4,Van,No,1,2.0,Highly Urban/ Urban,4,0.561
8209,Yes,42,10,SUV,No,0,19.0,Highly Urban/ Urban,0,0.42
8210,Yes,32,4,SUV,No,5,10.0,Highly Urban/ Urban,0,1.0
8211,No,51,10,Pickup,No,1,8.0,Highly Urban/ Urban,0,1.0
8212,No,21,8,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8213,Yes,10,1,Pickup,No,4,5.0,Highly Urban/ Urban,3,1.0
8214,No,36,1,Pickup,No,0,6.0,Highly Urban/ Urban,0,1.0
8215,Yes,20,7,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
8216,Yes,32,4,Sports Car,No,1,17.0,Highly Urban/ Urban,0,1.0
8217,Yes,8,10,Pickup,No,0,1.0,Highly Rural/ Rural,0,1.0
8218,No,58,6,SUV,No,6,1.0,Highly Rural/ Rural,0,1.0
8219,Yes,24,13,SUV,No,0,21.0,Highly Rural/ Rural,0,1.0
8220,Yes,20,1,Minivan,No,1,14.0,Highly Urban/ Urban,0,1.0
8221,No,24,6,Minivan,No,5,16.0,Highly Urban/ Urban,0,1.0
8222,No,54,6,Pickup,No,1,1.0,Highly Rural/ Rural,0,1.0
8223,Yes,47,6,SUV,No,0,7.0,Highly Rural/ Rural,0,1.0
8224,No,24,1,Pickup,No,0,3.0,Highly Urban/ Urban,0,1.0
8225,No,27,1,Sports Car,No,0,7.0,Highly Rural/ Rural,2,1.0
8226,Yes,24,1,Van,No,3,1.0,Highly Urban/ Urban,3,0.885
8227,Yes,45,1,Minivan,No,0,11.0,Highly Urban/ Urban,0,1.0
8228,No,25,9,SUV,No,1,8.0,Highly Urban/ Urban,0,1.0
8229,Yes,27,2,Pickup,No,0,7.0,Highly Urban/ Urban,3,0.288
8230,Yes,81,3,Van,No,0,6.0,Highly Urban/ Urban,0,1.0
8231,Yes,21,7,Minivan,No,0,18.0,Highly Rural/ Rural,0,1.0
8232,No,36,13,SUV,No,0,14.0,Highly Urban/ Urban,0,1.0
8233,Yes,60,1,SUV,Yes,3,8.0,Highly Urban/ Urban,3,1.0
8234,No,26,4,Pickup,No,0,6.0,Highly Urban/ Urban,0,0.855
8235,Yes,23,3,Pickup,No,0,20.0,Highly Urban/ Urban,0,1.0
8236,No,5,13,Pickup,No,0,10.0,Highly Urban/ Urban,1,1.0
8237,No,37,1,Pickup,No,3,1.0,Highly Urban/ Urban,4,0.387
8238,Yes,45,1,Minivan,Yes,0,6.0,Highly Urban/ Urban,0,1.0
8239,No,44,1,Van,No,2,,Highly Urban/ Urban,0,0.039
8240,No,41,3,Minivan,Yes,2,3.0,Highly Urban/ Urban,0,1.0
8241,No,36,10,SUV,No,1,1.0,Highly Rural/ Rural,0,1.0
8242,No,51,10,SUV,No,0,7.0,Highly Rural/ Rural,0,1.0
8243,No,24,4,Pickup,No,2,1.0,Highly Rural/ Rural,4,0.951
8244,No,16,6,SUV,No,5,10.0,Highly Urban/ Urban,0,1.0
8245,Yes,26,6,SUV,No,0,1.0,Highly Urban/ Urban,1,0.753
8246,Yes,42,4,Sports Car,Yes,1,6.0,Highly Urban/ Urban,0,1.0
8247,No,22,11,Sports Car,No,2,9.0,Highly Urban/ Urban,1,1.0
8248,Yes,35,6,SUV,No,0,7.0,Highly Urban/ Urban,1,0.297
8249,No,53,6,Pickup,No,3,19.0,Highly Urban/ Urban,6,1.0
8250,No,36,4,Van,No,0,7.0,Highly Urban/ Urban,5,1.0
8251,Yes,36,3,Panel Truck,No,4,1.0,Highly Urban/ Urban,3,1.0
8252,Yes,33,1,SUV,No,4,13.0,Highly Urban/ Urban,4,0.246
8253,Yes,40,11,Pickup,Yes,4,7.0,Highly Urban/ Urban,1,1.0
8254,No,5,4,Pickup,No,1,13.0,Highly Urban/ Urban,0,1.0
8255,No,44,7,Sports Car,No,1,18.0,Highly Urban/ Urban,1,1.0
8256,No,36,6,Minivan,Yes,0,9.0,Highly Urban/ Urban,3,1.0
8257,Yes,70,6,Sports Car,Yes,4,14.0,Highly Urban/ Urban,0,1.0
8258,Yes,34,1,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
8259,Yes,61,6,Van,No,0,1.0,Highly Urban/ Urban,0,1.0
8260,No,36,3,SUV,Yes,0,11.0,Highly Urban/ Urban,2,0.333
8261,Yes,5,1,SUV,No,0,6.0,Highly Urban/ Urban,0,1.0
8262,Yes,9,7,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8263,No,50,1,Panel Truck,No,0,3.0,Highly Rural/ Rural,0,0.969
8264,No,35,1,Minivan,No,7,19.0,Highly Urban/ Urban,0,1.0
8265,No,39,1,Pickup,No,5,6.0,Highly Rural/ Rural,0,1.0
8266,No,45,6,Minivan,No,1,19.0,Highly Urban/ Urban,0,1.0
8267,Yes,46,6,Minivan,No,1,12.0,Highly Urban/ Urban,0,1.0
8268,Yes,38,1,SUV,No,0,6.0,Highly Rural/ Rural,0,1.0
8269,Yes,49,6,Minivan,Yes,1,6.0,Highly Urban/ Urban,5,0.915
8270,No,27,10,Panel Truck,No,0,7.0,Highly Urban/ Urban,0,1.0
8271,Yes,25,4,SUV,Yes,0,,Highly Urban/ Urban,3,1.0
8272,No,26,10,SUV,No,3,10.0,Highly Urban/ Urban,0,1.0
8273,No,53,17,SUV,No,5,12.0,Highly Urban/ Urban,4,1.0
8274,Yes,74,9,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
8275,Yes,41,18,Panel Truck,No,0,12.0,Highly Urban/ Urban,0,1.0
8276,Yes,46,1,Pickup,No,3,,Highly Urban/ Urban,3,1.0
8277,No,37,7,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8278,No,33,10,Van,No,5,5.0,Highly Urban/ Urban,0,1.0
8279,Yes,37,1,SUV,No,0,4.0,Highly Urban/ Urban,0,1.0
8280,No,35,4,SUV,No,1,14.0,Highly Urban/ Urban,0,1.0
8281,Yes,8,4,Pickup,No,0,1.0,Highly Rural/ Rural,0,1.0
8282,No,34,7,Panel Truck,No,0,11.0,Highly Urban/ Urban,1,1.0
8283,Yes,37,8,Panel Truck,Yes,0,,Highly Urban/ Urban,0,0.288
8284,Yes,32,6,SUV,No,4,11.0,Highly Urban/ Urban,0,1.0
8285,Yes,17,6,SUV,No,0,,Highly Urban/ Urban,0,1.0
8286,Yes,48,6,Pickup,No,4,12.0,Highly Urban/ Urban,4,0.933
8287,Yes,21,4,Minivan,No,0,7.0,Highly Urban/ Urban,0,1.0
8288,Yes,16,4,Minivan,No,0,5.0,Highly Urban/ Urban,0,1.0
8289,Yes,24,7,Minivan,No,0,6.0,Highly Urban/ Urban,0,1.0
8290,No,49,13,SUV,No,2,11.0,Highly Urban/ Urban,0,1.0
8291,Yes,37,6,SUV,No,0,19.0,Highly Urban/ Urban,0,0.48
8292,No,47,7,Minivan,No,0,12.0,Highly Urban/ Urban,0,1.0
8293,Yes,24,1,SUV,No,2,,Highly Urban/ Urban,3,0.066
8294,Yes,24,9,Minivan,Yes,0,13.0,Highly Urban/ Urban,0,1.0
8295,No,26,14,Minivan,No,4,13.0,Highly Urban/ Urban,0,1.0
8296,Yes,64,4,Minivan,No,5,7.0,Highly Urban/ Urban,0,1.0
8297,No,25,1,SUV,No,0,,Highly Urban/ Urban,0,1.0
8298,Yes,45,11,Van,No,7,7.0,Highly Urban/ Urban,4,0.489
8299,Yes,35,1,SUV,Yes,6,1.0,Highly Urban/ Urban,1,1.0
8300,Yes,43,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
8301,Yes,5,10,Van,No,0,11.0,Highly Urban/ Urban,0,1.0
8302,Yes,16,1,SUV,No,1,1.0,Highly Urban/ Urban,0,1.0
8303,No,5,6,SUV,Yes,0,13.0,Highly Urban/ Urban,0,1.0
8304,Yes,33,1,SUV,No,0,16.0,Highly Urban/ Urban,0,1.0
8305,No,13,1,Minivan,No,1,10.0,Highly Urban/ Urban,0,1.0
8306,Yes,39,10,SUV,Yes,2,7.0,Highly Urban/ Urban,0,0.24
8307,Yes,40,13,SUV,No,0,7.0,Highly Rural/ Rural,0,1.0
8308,Yes,57,6,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
8309,No,25,1,Minivan,No,2,,Highly Urban/ Urban,2,1.0
8310,Yes,44,10,Van,No,3,4.0,Highly Rural/ Rural,0,1.0
8311,No,33,1,Panel Truck,No,0,6.0,Highly Rural/ Rural,0,1.0
8312,Yes,30,9,Sports Car,No,1,8.0,Highly Rural/ Rural,0,1.0
8313,Yes,31,13,Pickup,No,0,18.0,Highly Urban/ Urban,0,1.0
8314,Yes,13,6,Van,No,0,5.0,Highly Urban/ Urban,0,1.0
8315,Yes,25,4,Sports Car,No,2,8.0,Highly Urban/ Urban,2,0.579
8316,No,28,10,Minivan,No,7,,Highly Urban/ Urban,1,0.183
8317,No,33,4,Sports Car,Yes,6,4.0,Highly Urban/ Urban,4,0.759
8318,Yes,33,6,Van,No,0,1.0,Highly Urban/ Urban,0,0.585
8319,Yes,40,1,Minivan,No,3,6.0,Highly Urban/ Urban,0,1.0
8320,No,6,4,SUV,No,3,16.0,Highly Urban/ Urban,0,1.0
8321,Yes,25,6,SUV,No,4,10.0,Highly Urban/ Urban,0,1.0
8322,Yes,27,7,Minivan,No,1,1.0,Highly Urban/ Urban,0,1.0
8323,No,26,14,SUV,No,2,4.0,Highly Urban/ Urban,0,1.0
8324,Yes,44,10,Minivan,No,11,7.0,Highly Urban/ Urban,0,1.0
8325,Yes,8,1,SUV,No,0,20.0,Highly Urban/ Urban,0,1.0
8326,Yes,21,1,Minivan,Yes,7,1.0,Highly Rural/ Rural,0,1.0
8327,Yes,21,7,SUV,No,0,11.0,Highly Urban/ Urban,0,1.0
8328,Yes,31,17,Minivan,No,0,,Highly Rural/ Rural,0,1.0
8329,No,30,18,Panel Truck,No,0,14.0,Highly Urban/ Urban,0,1.0
8330,Yes,43,6,SUV,No,0,11.0,Highly Rural/ Rural,0,0.363
8331,Yes,23,4,Panel Truck,No,6,1.0,Highly Rural/ Rural,0,1.0
8332,No,55,4,Minivan,No,9,1.0,Highly Urban/ Urban,4,1.0
8333,Yes,10,1,Sports Car,No,0,1.0,Highly Urban/ Urban,1,1.0
8334,Yes,21,4,Sports Car,Yes,0,12.0,Highly Urban/ Urban,4,1.0
8335,Yes,46,1,SUV,No,5,6.0,Highly Urban/ Urban,2,0.84
8336,Yes,20,6,Van,No,1,12.0,Highly Urban/ Urban,0,1.0
8337,No,5,5,Sports Car,No,6,6.0,Highly Urban/ Urban,2,1.0
8338,No,44,10,Minivan,No,3,11.0,Highly Rural/ Rural,0,1.0
8339,No,5,4,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
8340,No,20,4,SUV,No,2,9.0,Highly Urban/ Urban,0,0.252
8341,No,39,1,Minivan,No,3,7.0,Highly Urban/ Urban,6,1.0
8342,Yes,17,4,SUV,No,1,10.0,Highly Urban/ Urban,0,1.0
8343,No,31,7,Van,No,2,7.0,Highly Urban/ Urban,0,1.0
8344,No,53,3,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
8345,Yes,49,6,Pickup,No,0,13.0,Highly Urban/ Urban,0,1.0
8346,Yes,46,1,SUV,No,0,1.0,Highly Rural/ Rural,0,1.0
8347,Yes,25,7,Panel Truck,No,0,1.0,Highly Rural/ Rural,0,1.0
8348,Yes,37,6,Sports Car,No,0,14.0,Highly Urban/ Urban,0,1.0
8349,Yes,61,6,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8350,No,9,4,Pickup,No,2,14.0,Highly Urban/ Urban,0,0.669
8351,Yes,41,13,Minivan,No,3,1.0,Highly Urban/ Urban,0,0.591
8352,No,11,4,Pickup,No,0,14.0,Highly Urban/ Urban,0,0.675
8353,Yes,34,4,Pickup,No,0,8.0,Highly Urban/ Urban,2,1.0
8354,Yes,50,1,Pickup,No,2,10.0,Highly Rural/ Rural,0,0.642
8355,Yes,58,1,Minivan,No,3,1.0,Highly Urban/ Urban,0,1.0
8356,Yes,18,11,Minivan,No,2,7.0,Highly Urban/ Urban,0,1.0
8357,Yes,20,1,Pickup,Yes,4,11.0,Highly Urban/ Urban,0,1.0
8358,Yes,59,1,Minivan,No,1,1.0,Highly Urban/ Urban,2,0.837
8359,No,30,6,SUV,Yes,0,1.0,Highly Rural/ Rural,0,1.0
8360,Yes,28,1,SUV,No,0,12.0,Highly Urban/ Urban,0,1.0
8361,No,8,18,Pickup,No,6,5.0,Highly Urban/ Urban,1,1.0
8362,Yes,66,3,Minivan,No,0,1.0,Highly Urban/ Urban,5,0.675
8363,Yes,57,6,Sports Car,No,0,1.0,Highly Urban/ Urban,3,0.219
8364,No,39,6,Van,Yes,2,1.0,Highly Rural/ Rural,0,0.354
8365,Yes,5,1,Van,No,0,9.0,Highly Urban/ Urban,0,1.0
8366,Yes,52,11,Sports Car,No,3,1.0,Highly Urban/ Urban,3,0.798
8367,No,22,1,Minivan,No,1,9.0,Highly Urban/ Urban,2,1.0
8368,Yes,35,1,SUV,No,2,6.0,Highly Urban/ Urban,1,0.786
8369,Yes,34,17,Pickup,No,0,10.0,Highly Urban/ Urban,0,1.0
8370,No,38,13,Pickup,No,1,13.0,Highly Urban/ Urban,2,0.573
8371,No,34,6,Pickup,No,5,,Highly Urban/ Urban,0,1.0
8372,Yes,45,6,SUV,No,3,1.0,Highly Rural/ Rural,0,0.453
8373,Yes,80,10,Pickup,No,0,1.0,Highly Urban/ Urban,0,0.705
8374,No,17,10,Minivan,No,1,12.0,Highly Urban/ Urban,0,1.0
8375,Yes,19,4,Sports Car,No,0,1.0,Highly Urban/ Urban,0,0.204
8376,No,47,1,Sports Car,No,4,1.0,Highly Rural/ Rural,0,1.0
8377,Yes,33,1,Panel Truck,No,0,6.0,Highly Urban/ Urban,2,1.0
8378,No,17,1,SUV,No,0,13.0,Highly Urban/ Urban,0,1.0
8379,Yes,23,6,Van,No,3,,Highly Urban/ Urban,0,1.0
8380,No,10,6,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8381,No,67,6,SUV,No,0,,Highly Rural/ Rural,0,1.0
8382,No,44,6,SUV,No,5,1.0,Highly Rural/ Rural,4,0.288
8383,No,59,10,Panel Truck,No,0,8.0,Highly Rural/ Rural,0,1.0
8384,Yes,42,4,Panel Truck,No,1,8.0,Highly Urban/ Urban,1,1.0
8385,Yes,45,1,Panel Truck,No,1,1.0,Highly Urban/ Urban,0,1.0
8386,No,36,4,Pickup,No,1,15.0,Highly Urban/ Urban,0,0.555
8387,Yes,14,4,Panel Truck,No,0,13.0,Highly Urban/ Urban,0,1.0
8388,Yes,30,1,Minivan,No,2,2.0,Highly Urban/ Urban,0,1.0
8389,No,21,1,Sports Car,Yes,2,13.0,Highly Urban/ Urban,1,0.423
8390,No,51,15,SUV,No,4,1.0,Highly Urban/ Urban,3,1.0
8391,No,24,4,Minivan,No,0,15.0,Highly Urban/ Urban,2,0.291
8392,Yes,50,6,Sports Car,Yes,3,13.0,Highly Urban/ Urban,0,1.0
8393,No,46,7,Sports Car,No,1,14.0,Highly Urban/ Urban,0,1.0
8394,Yes,20,4,Minivan,No,2,1.0,Highly Urban/ Urban,3,1.0
8395,Yes,69,1,Sports Car,No,1,8.0,Highly Rural/ Rural,0,1.0
8396,Yes,48,1,SUV,Yes,0,10.0,Highly Urban/ Urban,3,1.0
8397,Yes,40,11,Minivan,No,0,9.0,Highly Urban/ Urban,0,1.0
8398,Yes,17,10,Pickup,Yes,0,6.0,Highly Urban/ Urban,0,0.504
8399,Yes,47,1,Minivan,No,0,8.0,Highly Urban/ Urban,0,1.0
8400,No,31,1,SUV,No,5,,Highly Urban/ Urban,0,1.0
8401,No,53,3,SUV,No,6,12.0,Highly Urban/ Urban,0,1.0
8402,Yes,61,1,SUV,No,0,1.0,Highly Urban/ Urban,0,1.0
8403,Yes,30,10,Pickup,Yes,0,1.0,Highly Urban/ Urban,0,1.0
8404,No,33,3,Minivan,No,4,1.0,Highly Urban/ Urban,3,0.663
8405,Yes,15,6,SUV,No,0,15.0,Highly Urban/ Urban,0,1.0
8406,No,15,10,Pickup,No,0,,Highly Urban/ Urban,0,1.0
8407,Yes,44,1,Pickup,No,2,4.0,Highly Rural/ Rural,0,1.0
8408,Yes,44,1,SUV,No,6,9.0,Highly Urban/ Urban,1,1.0
8409,Yes,32,6,Minivan,Yes,0,17.0,Highly Urban/ Urban,0,1.0
8410,Yes,34,4,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
8411,No,44,6,Pickup,No,0,7.0,Highly Rural/ Rural,0,1.0
8412,No,5,13,Minivan,No,0,1.0,Highly Urban/ Urban,0,1.0
8413,Yes,11,1,Minivan,Yes,4,10.0,Highly Urban/ Urban,0,1.0
8414,Yes,7,1,Pickup,No,4,8.0,Highly Urban/ Urban,0,1.0
8415,No,40,1,Pickup,Yes,4,10.0,Highly Urban/ Urban,0,1.0
8416,Yes,38,13,Van,No,3,8.0,Highly Urban/ Urban,0,1.0
8417,Yes,29,4,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8418,No,46,1,Minivan,No,0,,Highly Urban/ Urban,0,1.0
8419,Yes,26,1,SUV,No,0,4.0,Highly Rural/ Rural,0,1.0
8420,Yes,54,13,Minivan,Yes,7,6.0,Highly Urban/ Urban,4,0.609
8421,Yes,20,4,SUV,No,2,19.0,Highly Urban/ Urban,4,0.651
8422,Yes,17,6,SUV,No,0,14.0,Highly Urban/ Urban,0,1.0
8423,No,51,1,Pickup,No,0,,Highly Urban/ Urban,5,0.723
8424,No,41,7,Van,No,0,17.0,Highly Urban/ Urban,0,1.0
8425,Yes,35,1,Sports Car,No,0,1.0,Highly Rural/ Rural,0,1.0
8426,No,30,3,Pickup,No,4,1.0,Highly Urban/ Urban,2,1.0
8427,No,37,9,Pickup,Yes,1,13.0,Highly Urban/ Urban,0,1.0
8428,Yes,48,1,Van,No,1,12.0,Highly Urban/ Urban,0,1.0
8429,Yes,26,6,Minivan,Yes,3,6.0,Highly Urban/ Urban,3,0.339
8430,Yes,12,4,Sports Car,Yes,0,6.0,Highly Urban/ Urban,1,1.0
8431,No,26,6,SUV,No,4,12.0,Highly Urban/ Urban,0,1.0
8432,No,38,1,Pickup,No,0,1.0,Highly Urban/ Urban,0,1.0
8433,Yes,20,1,SUV,No,1,1.0,Highly Urban/ Urban,0,1.0
8434,Yes,43,10,Minivan,No,0,13.0,Highly Urban/ Urban,0,1.0
8435,Yes,36,1,Panel Truck,Yes,3,1.0,Highly Urban/ Urban,1,1.0
8436,No,28,7,Panel Truck,No,3,16.0,Highly Urban/ Urban,0,1.0
8437,Yes,22,6,SUV,No,0,8.0,Highly Urban/ Urban,1,1.0
8438,Yes,33,4,SUV,No,4,10.0,Highly Urban/ Urban,0,1.0
8439,Yes,9,1,SUV,No,0,16.0,Highly Urban/ Urban,4,1.0
8440,No,31,1,Pickup,No,0,10.0,Highly Urban/ Urban,4,0.03
8441,No,5,4,Pickup,No,0,,Highly Urban/ Urban,0,1.0
