policy,primary_age_tier,primary_gender,marital,residence_location,aoi_tier,exposure,num_claims,amt_claims
P07373,> 60,Female,Married,Suburban,100K - 350K,1,2,"9,084.88"
A02093,38 - 60,Female,Un-Married,Suburban,351K - 600K,1,1,"2,857.77"
P05609,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,3,"8,395.48"
A01604,28 - 37,Female,Un-Married,Urban,351K - 600K,0.62,1,"7,805.42"
A00075,28 - 37,Male,Un-Married,Suburban,601K - 1M,1,4,"9,283.60"
G03316,38 - 60,Male,Un-Married,Urban,100K - 350K,0.26,0,0.00
Z08567,> 60,Female,Un-Married,Urban,< 100K,0.75,0,0.00
P07487,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
A01167,38 - 60,Female,Married,Rural,100K - 350K,1,1,"8,435.32"
A00079,21 - 27,Female,Un-Married,Urban,601K - 1M,1,0,0.00
Z08148,21 - 27,Male,Un-Married,Urban,351K - 600K,0.17,2,"14,586.39"
P07437,38 - 60,Female,Married,Urban,351K - 600K,0.69,1,"2,370.70"
A01613,21 - 27,Female,Married,Urban,601K - 1M,1,1,"2,840.97"
P05037,21 - 27,Female,Married,Suburban,100K - 350K,0.92,2,"3,549.83"
A01619,21 - 27,Female,Not Married,Suburban,351K - 600K,1,2,"10,392.43"
G03919,21 - 27,Male,Married,Urban,> 1M,0.55,2,"9,795.45"
Z08669,38 - 60,Female,Married,Suburban,351K - 600K,1,0,0.00
P06046,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
P06532,28 - 37,Female,Un-Married,Urban,601K - 1M,1,4,"17,400.04"
A01690,21 - 27,Male,Married,Urban,< 100K,1,3,"4,768.39"
P05756,21 - 27,Female,Un-Married,Rural,351K - 600K,1,0,0.00
Z07555,38 - 60,Female,Married,Suburban,351K - 600K,0.64,1,"1,423.35"
A01152,38 - 60,Female,Not Married,Urban,351K - 600K,1,1,"2,189.41"
G03962,> 60,Male,Married,Suburban,100K - 350K,1,4,"13,309.83"
Z08067,28 - 37,Male,Un-Married,Urban,601K - 1M,0.39,0,0.00
A02458,38 - 60,Male,Un-Married,Suburban,601K - 1M,1,3,"1,969.95"
A01661,38 - 60,Male,Not Married,Suburban,351K - 600K,1,2,"2,322.00"
P05760,28 - 37,Male,Not Married,Urban,351K - 600K,1,0,0.00
G02724,< 21,Female,Married,Urban,351K - 600K,1,2,"5,663.14"
G02819,28 - 37,Male,Not Married,Suburban,351K - 600K,0.72,3,"12,429.81"
Z08878,28 - 37,Male,Married,Urban,601K - 1M,0.87,3,"8,433.59"
G04278,> 60,Male,Married,Suburban,100K - 350K,1,4,"1,204.22"
G04612,28 - 37,Male,Un-Married,Suburban,100K - 350K,1,0,0.00
Z08169,38 - 60,Male,Married,Rural,601K - 1M,0.13,0,0.00
A02431,38 - 60,Female,Married,Suburban,601K - 1M,1,2,683.17
A00480,28 - 37,Male,Un-Married,Rural,351K - 600K,1,2,"3,351.40"
G03379,> 60,Male,Married,Suburban,351K - 600K,0.56,2,"2,937.06"
P05908,21 - 27,Male,Un-Married,Suburban,351K - 600K,1,1,955.68
Z09816,28 - 37,Female,Not Married,Urban,601K - 1M,0.12,1,776.98
G02525,38 - 60,Male,Un-Married,Suburban,> 1M,1,2,"1,362.60"
G03004,< 21,Female,Married,Suburban,351K - 600K,0.07,2,719.01
G04604,< 21,Male,Un-Married,Suburban,601K - 1M,1,2,"3,732.75"
G04429,< 21,Male,Un-Married,Urban,100K - 350K,1,3,"3,534.99"
A01785,< 21,Female,Not Married,Suburban,601K - 1M,1,2,"6,390.97"
G03926,21 - 27,Male,Married,Urban,601K - 1M,1,0,0.00
G03893,38 - 60,Male,Married,Suburban,351K - 600K,1,1,"1,648.22"
G03302,28 - 37,Female,Not Married,Suburban,100K - 350K,1,2,"2,827.98"
Z08038,21 - 27,Female,Married,Suburban,351K - 600K,1,2,"7,925.72"
Z08546,< 21,Female,Not Married,Urban,601K - 1M,1,4,"12,606.88"
P06122,21 - 27,Male,Un-Married,Urban,601K - 1M,1,3,"2,778.50"
Z07869,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
Z09305,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
A01400,38 - 60,Female,Married,Suburban,100K - 350K,0.21,6,"29,081.50"
G02645,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,1,830.78
P05947,21 - 27,Female,Married,Urban,351K - 600K,1,0,0.00
G03147,28 - 37,Male,Married,Urban,601K - 1M,0.22,4,"14,016.01"
P07156,21 - 27,Male,Not Married,Urban,601K - 1M,1,2,"3,242.81"
A02016,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
Z07908,38 - 60,Female,Not Married,Suburban,351K - 600K,0.23,2,"1,869.76"
G03404,21 - 27,Male,Un-Married,Suburban,351K - 600K,0.68,1,247.28
Z08305,28 - 37,Female,Not Married,Urban,100K - 350K,1,1,"2,179.27"
Z07670,> 60,Male,Un-Married,Urban,100K - 350K,1,1,"4,997.50"
Z07871,38 - 60,Female,Not Married,Suburban,100K - 350K,1,0,0.00
G03737,28 - 37,Male,Un-Married,Urban,< 100K,1,1,"4,748.03"
P06696,38 - 60,Male,Not Married,Suburban,100K - 350K,1,1,"4,995.35"
Z07733,28 - 37,Male,Un-Married,Urban,601K - 1M,1,3,"1,823.01"
G03533,28 - 37,Female,Married,Urban,351K - 600K,0.79,1,"1,487.34"
G04765,21 - 27,Female,Married,Suburban,100K - 350K,1,5,"22,379.57"
P06479,28 - 37,Female,Not Married,Urban,351K - 600K,1,0,0.00
G03782,> 60,Female,Married,Urban,100K - 350K,1,0,0.00
P07326,28 - 37,Female,Not Married,Urban,351K - 600K,1,0,0.00
A01799,38 - 60,Male,Un-Married,Rural,< 100K,0.1,0,0.00
Z09728,< 21,Male,Married,Suburban,< 100K,1,2,"10,627.54"
P06637,38 - 60,Female,Un-Married,Urban,351K - 600K,1,0,0.00
P05885,21 - 27,Male,Married,Urban,> 1M,1,2,"1,772.27"
Z09189,28 - 37,Female,Un-Married,Rural,351K - 600K,1,3,"14,610.18"
A02106,> 60,Male,Not Married,Suburban,100K - 350K,1,0,0.00
G03580,28 - 37,Female,Not Married,Suburban,351K - 600K,1,1,"3,418.95"
G04944,> 60,Male,Un-Married,Rural,351K - 600K,1,1,"2,188.17"
G04361,28 - 37,Female,Married,Urban,351K - 600K,1,1,"4,774.58"
A02470,21 - 27,Female,Not Married,Suburban,100K - 350K,1,0,0.00
A00531,28 - 37,Female,Married,Suburban,351K - 600K,0.91,1,696.04
P06101,21 - 27,Female,Married,Suburban,100K - 350K,1,2,"5,207.36"
P07483,28 - 37,Female,Married,Rural,351K - 600K,0.09,0,0.00
Z09722,28 - 37,Female,Not Married,Urban,351K - 600K,1,1,"5,243.15"
A00983,28 - 37,Female,Un-Married,Rural,601K - 1M,1,0,0.00
P07040,28 - 37,Female,Married,Urban,> 1M,1,0,0.00
Z09731,< 21,Female,Un-Married,Urban,351K - 600K,1,4,"5,471.65"
G03200,28 - 37,Female,Not Married,Rural,601K - 1M,1,1,"2,276.51"
A01661,> 60,Male,Married,Suburban,601K - 1M,1,3,"15,156.30"
Z09651,38 - 60,Female,Married,Suburban,< 100K,1,0,0.00
P05149,38 - 60,Female,Married,Rural,351K - 600K,1,1,"12,318.85"
A01068,< 21,Female,Married,Urban,351K - 600K,1,1,"5,532.41"
A00607,21 - 27,Female,Married,Urban,351K - 600K,1,2,"5,532.09"
G03563,28 - 37,Female,Un-Married,Urban,601K - 1M,1,1,"2,515.45"
G03728,38 - 60,Female,Un-Married,Urban,351K - 600K,0.98,1,"1,037.10"
A00625,28 - 37,Male,Un-Married,Urban,351K - 600K,1,0,0.00
A01868,< 21,Female,Not Married,Suburban,601K - 1M,1,2,"9,569.58"
G02888,28 - 37,Female,Married,Urban,< 100K,1,1,"5,854.92"
G04441,38 - 60,Male,Not Married,Rural,601K - 1M,1,0,0.00
Z09228,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
Z09114,28 - 37,Male,Married,Urban,351K - 600K,1,1,"10,345.90"
Z08658,21 - 27,Female,Not Married,Urban,601K - 1M,1,1,"2,528.96"
P06162,< 21,Male,Married,Urban,351K - 600K,0.29,2,"5,149.69"
G04329,38 - 60,Male,Married,Urban,> 1M,1,3,"15,288.84"
Z09171,< 21,Male,Un-Married,Urban,601K - 1M,1,1,800.70
Z09101,38 - 60,Female,Married,Urban,351K - 600K,1,0,0.00
A01397,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,2,"2,991.62"
P05518,21 - 27,Female,Married,Urban,351K - 600K,1,3,"2,355.70"
Z08185,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,1,"1,119.74"
P05483,28 - 37,Female,Un-Married,Suburban,601K - 1M,1,4,"27,710.06"
P06935,< 21,Male,Un-Married,Urban,351K - 600K,1,0,0.00
G02997,28 - 37,Female,Married,Rural,100K - 350K,1,2,"7,219.09"
G03103,< 21,Female,Married,Suburban,> 1M,1,0,0.00
Z09346,21 - 27,Female,Married,Rural,351K - 600K,1,0,0.00
P06888,< 21,Female,Un-Married,Suburban,351K - 600K,1,3,"24,327.46"
G04550,21 - 27,Female,Married,Suburban,100K - 350K,1,1,"4,034.81"
P05948,21 - 27,Male,Not Married,Suburban,100K - 350K,1,6,"22,028.44"
P07307,28 - 37,Female,Un-Married,Urban,< 100K,1,1,"3,411.46"
A01675,21 - 27,Male,Married,Urban,351K - 600K,1,2,"8,399.63"
G04962,38 - 60,Male,Un-Married,Urban,601K - 1M,1,2,"6,197.30"
A00094,28 - 37,Female,Un-Married,Suburban,601K - 1M,0.72,3,"3,825.62"
A01099,21 - 27,Male,Married,Urban,351K - 600K,0.76,4,"15,486.01"
G03068,38 - 60,Male,Married,Urban,100K - 350K,1,2,"8,680.33"
P05304,38 - 60,Female,Married,Suburban,100K - 350K,1,2,"8,208.42"
G04524,38 - 60,Female,Married,Suburban,351K - 600K,1,3,"6,918.64"
G03234,< 21,Female,Un-Married,Urban,351K - 600K,1,1,"4,329.31"
G03643,28 - 37,Male,Un-Married,Urban,< 100K,1,1,"1,707.45"
Z08585,38 - 60,Male,Married,Suburban,351K - 600K,1,4,113.91
P06904,38 - 60,Male,Un-Married,Rural,100K - 350K,1,0,0.00
A01562,28 - 37,Female,Married,Suburban,601K - 1M,1,3,"29,251.09"
Z07682,38 - 60,Male,Married,Urban,351K - 600K,0.21,0,0.00
G04519,28 - 37,Male,Married,Urban,100K - 350K,1,2,"13,807.64"
P05229,38 - 60,Female,Married,Urban,100K - 350K,1,1,"10,694.00"
P06078,38 - 60,Female,Married,Urban,< 100K,1,0,0.00
A01415,21 - 27,Female,Un-Married,Suburban,601K - 1M,1,3,"14,485.74"
Z08822,> 60,Female,Un-Married,Urban,100K - 350K,1,2,"10,467.91"
G03517,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
G02644,28 - 37,Male,Married,Suburban,100K - 350K,1,0,0.00
G04840,> 60,Male,Un-Married,Urban,< 100K,1,1,"4,082.45"
G04567,21 - 27,Female,Married,Suburban,601K - 1M,1,0,0.00
P06275,38 - 60,Female,Married,Suburban,100K - 350K,0.92,1,"8,501.17"
P05813,28 - 37,Female,Un-Married,Suburban,> 1M,1,1,"1,573.34"
A00330,21 - 27,Male,Not Married,Urban,351K - 600K,1,2,"5,740.57"
Z07728,38 - 60,Female,Married,Urban,100K - 350K,1,1,"2,516.97"
A00861,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,2,"2,656.92"
A00092,21 - 27,Male,Married,Suburban,100K - 350K,1,5,"5,886.83"
P06621,38 - 60,Female,Un-Married,Suburban,351K - 600K,0.47,1,"7,470.21"
P05274,21 - 27,Male,Un-Married,Suburban,601K - 1M,1,5,"15,509.79"
P06670,38 - 60,Female,Married,Urban,> 1M,1,1,"3,358.66"
G03010,28 - 37,Female,Un-Married,Urban,601K - 1M,1,1,"2,573.98"
Z08952,21 - 27,Female,Married,Urban,> 1M,1,4,"10,529.43"
P05076,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,1,"1,215.02"
A01614,28 - 37,Female,Not Married,Urban,601K - 1M,1,1,389.45
Z08744,21 - 27,Female,Un-Married,Suburban,351K - 600K,0.19,2,"15,360.07"
Z08917,21 - 27,Female,Not Married,Urban,601K - 1M,1,0,0.00
G04309,< 21,Male,Not Married,Urban,> 1M,1,2,"5,404.58"
G03434,21 - 27,Male,Married,Urban,601K - 1M,1,4,"6,684.81"
A02241,21 - 27,Female,Un-Married,Urban,< 100K,1,1,"2,291.81"
P07232,< 21,Female,Married,Urban,100K - 350K,1,3,"19,882.68"
Z08629,21 - 27,Female,Un-Married,Urban,351K - 600K,1,1,"2,467.79"
Z09282,28 - 37,Female,Married,Rural,351K - 600K,1,0,0.00
P05411,21 - 27,Male,Married,Suburban,601K - 1M,0.81,1,"1,405.94"
Z09942,21 - 27,Female,Not Married,Rural,351K - 600K,1,0,0.00
A02392,21 - 27,Male,Not Married,Suburban,601K - 1M,1,2,"7,718.54"
P07175,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,4,"13,413.08"
G03213,38 - 60,Female,Un-Married,Suburban,100K - 350K,1,1,687.43
A02000,28 - 37,Male,Married,Suburban,< 100K,0.9,2,"28,341.42"
A00708,28 - 37,Female,Un-Married,Urban,351K - 600K,1,0,0.00
G03178,38 - 60,Female,Married,Suburban,100K - 350K,1,2,"16,141.65"
Z09839,28 - 37,Male,Married,Suburban,> 1M,1,1,252.12
P05067,> 60,Male,Married,Urban,601K - 1M,0.95,2,"6,509.10"
A00952,28 - 37,Male,Married,Urban,351K - 600K,1,0,0.00
P05025,28 - 37,Male,Married,Suburban,601K - 1M,1,1,"1,724.96"
P06432,28 - 37,Male,Married,Suburban,351K - 600K,1,2,"4,724.25"
P06622,28 - 37,Male,Married,Suburban,100K - 350K,1,3,"1,167.50"
P06510,21 - 27,Female,Married,Urban,100K - 350K,0.5,2,"2,491.93"
Z09103,28 - 37,Female,Married,Rural,601K - 1M,1,0,0.00
P05134,> 60,Female,Not Married,Suburban,601K - 1M,1,3,"7,845.97"
G04333,28 - 37,Male,Un-Married,Urban,601K - 1M,1,2,"2,930.69"
A00011,38 - 60,Female,Married,Urban,351K - 600K,1,1,958.56
P05147,< 21,Female,Un-Married,Urban,351K - 600K,1,2,"5,949.31"
G03208,< 21,Female,Married,Suburban,601K - 1M,1,3,"2,254.69"
P05809,28 - 37,Male,Not Married,Suburban,351K - 600K,1,3,"2,769.62"
P06127,28 - 37,Female,Married,Suburban,351K - 600K,0.48,1,768.01
A01051,28 - 37,Female,Not Married,Suburban,< 100K,1,0,0.00
Z08669,28 - 37,Female,Married,Urban,100K - 350K,0.68,0,0.00
G02569,28 - 37,Female,Un-Married,Urban,601K - 1M,1,0,0.00
A02343,> 60,Male,Un-Married,Suburban,601K - 1M,1,4,"5,165.54"
Z08203,38 - 60,Male,Married,Urban,601K - 1M,1,2,"4,439.61"
Z08531,< 21,Female,Un-Married,Urban,351K - 600K,1,2,"7,623.21"
Z08466,38 - 60,Female,Un-Married,Suburban,601K - 1M,1,0,0.00
A00327,38 - 60,Male,Not Married,Suburban,100K - 350K,1,3,"5,485.06"
G03064,> 60,Female,Married,Suburban,601K - 1M,0.82,3,"8,761.62"
A01668,< 21,Female,Married,Suburban,< 100K,0.07,0,0.00
Z08543,28 - 37,Male,Not Married,Suburban,351K - 600K,1,3,"22,460.25"
P06827,38 - 60,Male,Un-Married,Rural,351K - 600K,1,1,"2,669.79"
P07102,< 21,Female,Married,Rural,351K - 600K,0.7,2,"13,806.53"
A01858,28 - 37,Female,Un-Married,Urban,601K - 1M,0.96,1,"3,640.82"
G03411,28 - 37,Female,Un-Married,Urban,351K - 600K,1,1,519.67
A01545,38 - 60,Male,Married,Suburban,351K - 600K,1,2,"6,131.13"
G03905,> 60,Female,Married,Suburban,601K - 1M,1,1,"5,108.84"
G02547,28 - 37,Male,Married,Urban,100K - 350K,1,1,"4,813.79"
P05199,38 - 60,Male,Married,Suburban,351K - 600K,1,2,"6,812.11"
Z08335,28 - 37,Female,Un-Married,Urban,< 100K,1,1,"1,623.91"
A00363,38 - 60,Female,Married,Suburban,100K - 350K,1,3,"4,944.43"
Z09636,28 - 37,Male,Married,Suburban,601K - 1M,1,1,"1,697.60"
P06220,28 - 37,Female,Un-Married,Urban,100K - 350K,1,1,"6,190.18"
G04963,28 - 37,Male,Not Married,Rural,601K - 1M,0.81,0,0.00
P06596,> 60,Male,Married,Suburban,100K - 350K,1,3,"6,788.32"
G03104,38 - 60,Male,Married,Suburban,100K - 350K,0.41,1,"3,965.85"
Z09240,38 - 60,Female,Married,Suburban,100K - 350K,1,0,0.00
A01122,28 - 37,Female,Not Married,Rural,601K - 1M,1,3,"15,801.89"
G04667,21 - 27,Male,Un-Married,Urban,351K - 600K,1,0,0.00
A02215,21 - 27,Male,Married,Urban,< 100K,1,0,0.00
G04549,< 21,Male,Un-Married,Urban,601K - 1M,0.98,0,0.00
P06077,21 - 27,Female,Un-Married,Urban,< 100K,1,0,0.00
P05726,38 - 60,Female,Married,Urban,351K - 600K,0.74,0,0.00
G03525,21 - 27,Male,Married,Urban,351K - 600K,1,5,"21,203.50"
Z09356,> 60,Female,Not Married,Urban,601K - 1M,0.26,1,"2,104.07"
A00988,38 - 60,Female,Un-Married,Urban,351K - 600K,0.49,1,"4,631.53"
Z07508,28 - 37,Female,Un-Married,Urban,351K - 600K,0.51,0,0.00
G04776,28 - 37,Female,Un-Married,Suburban,> 1M,1,2,"6,562.62"
Z08186,38 - 60,Female,Un-Married,Suburban,100K - 350K,0.44,1,"1,577.85"
P06840,28 - 37,Female,Married,Suburban,351K - 600K,1,1,"4,435.45"
G04892,28 - 37,Female,Married,Urban,351K - 600K,1,0,0.00
A00502,28 - 37,Male,Not Married,Urban,351K - 600K,1,1,"7,254.24"
Z09578,38 - 60,Female,Married,Suburban,100K - 350K,1,1,204.74
G02927,28 - 37,Male,Un-Married,Urban,100K - 350K,1,1,"5,395.77"
A00124,38 - 60,Female,Not Married,Urban,351K - 600K,1,1,176.36
P05232,38 - 60,Male,Married,Suburban,601K - 1M,1,1,"4,347.65"
P05937,28 - 37,Male,Married,Urban,100K - 350K,0.23,1,"4,031.22"
G02515,21 - 27,Female,Married,Urban,601K - 1M,1,0,0.00
A02431,21 - 27,Male,Married,Suburban,351K - 600K,1,3,"1,020.13"
G04762,21 - 27,Male,Un-Married,Suburban,100K - 350K,1,3,"8,349.37"
A01788,21 - 27,Female,Married,Urban,< 100K,1,1,"1,472.97"
A00702,38 - 60,Female,Un-Married,Urban,100K - 350K,1,1,"2,838.82"
A00186,28 - 37,Female,Un-Married,Urban,351K - 600K,1,3,"9,960.35"
P06470,28 - 37,Female,Married,Urban,351K - 600K,0.54,1,"2,331.57"
Z08232,38 - 60,Male,Not Married,Urban,< 100K,0.75,0,0.00
G03013,38 - 60,Male,Not Married,Urban,< 100K,1,1,"1,441.01"
P05847,> 60,Female,Married,Suburban,100K - 350K,0.74,1,"5,798.57"
Z09164,28 - 37,Female,Married,Urban,< 100K,1,2,"19,574.39"
A01394,28 - 37,Female,Married,Suburban,351K - 600K,1,4,"8,128.40"
A01734,28 - 37,Female,Un-Married,Suburban,100K - 350K,1,3,"9,978.68"
P07180,21 - 27,Male,Married,Suburban,351K - 600K,0.09,2,"4,618.76"
P06643,< 21,Female,Married,Suburban,< 100K,1,3,"10,875.25"
Z07850,38 - 60,Female,Un-Married,Urban,351K - 600K,1,1,"7,392.68"
A01793,38 - 60,Female,Un-Married,Urban,< 100K,1,0,0.00
A00501,38 - 60,Female,Married,Suburban,100K - 350K,0.56,1,"3,933.34"
Z08419,28 - 37,Male,Married,Urban,351K - 600K,0.85,1,287.23
A02030,38 - 60,Male,Married,Suburban,351K - 600K,1,0,0.00
P05487,38 - 60,Female,Married,Suburban,100K - 350K,1,0,0.00
Z09556,28 - 37,Female,Not Married,Suburban,< 100K,1,3,"9,047.23"
A01154,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,3,"23,106.52"
Z09344,38 - 60,Male,Not Married,Urban,351K - 600K,1,0,0.00
P07207,28 - 37,Male,Married,Suburban,351K - 600K,1,3,"6,830.83"
A01853,21 - 27,Female,Married,Suburban,100K - 350K,1,1,"5,505.49"
A00423,28 - 37,Female,Married,Suburban,351K - 600K,1,1,"5,964.42"
P06205,38 - 60,Male,Un-Married,Suburban,351K - 600K,0.29,1,"1,630.42"
Z09435,21 - 27,Male,Married,Rural,351K - 600K,1,1,"6,568.47"
A00591,21 - 27,Male,Not Married,Urban,100K - 350K,1,1,"3,306.26"
P06367,< 21,Female,Married,Suburban,100K - 350K,1,2,"12,018.25"
A00581,38 - 60,Male,Married,Urban,100K - 350K,1,0,0.00
G04439,< 21,Male,Not Married,Urban,351K - 600K,1,2,"17,336.08"
Z09893,28 - 37,Female,Un-Married,Urban,601K - 1M,1,0,0.00
A00919,21 - 27,Male,Married,Suburban,< 100K,1,1,"2,095.46"
A01602,28 - 37,Female,Not Married,Urban,100K - 350K,1,0,0.00
A00078,> 60,Female,Married,Urban,351K - 600K,1,1,"3,435.95"
A00708,38 - 60,Female,Married,Urban,601K - 1M,1,0,0.00
Z08174,21 - 27,Female,Married,Urban,100K - 350K,1,1,976.25
Z09294,38 - 60,Male,Un-Married,Suburban,351K - 600K,1,1,"1,683.89"
Z08879,28 - 37,Female,Not Married,Urban,> 1M,1,2,"2,301.78"
Z08765,21 - 27,Male,Un-Married,Urban,100K - 350K,1,2,"4,611.53"
Z08208,38 - 60,Female,Un-Married,Suburban,100K - 350K,0.94,1,"1,471.64"
A01365,28 - 37,Female,Un-Married,Suburban,351K - 600K,0.41,1,"1,169.77"
A00542,21 - 27,Male,Married,Suburban,100K - 350K,1,3,"5,496.55"
P05301,21 - 27,Male,Un-Married,Urban,351K - 600K,1,1,352.25
A02096,38 - 60,Male,Un-Married,Urban,100K - 350K,1,2,"4,738.55"
Z09975,21 - 27,Male,Married,Urban,601K - 1M,0.96,2,"6,192.91"
G04686,28 - 37,Female,Un-Married,Urban,100K - 350K,1,1,"3,365.70"
Z08958,> 60,Female,Married,Rural,351K - 600K,0.69,1,"11,547.36"
Z08002,38 - 60,Male,Un-Married,Urban,> 1M,0.88,2,"1,104.45"
G02972,< 21,Male,Married,Urban,351K - 600K,1,3,"1,297.97"
Z09420,21 - 27,Female,Un-Married,Urban,351K - 600K,1,2,"9,843.99"
P06211,< 21,Male,Not Married,Rural,100K - 350K,1,2,"9,937.49"
P06354,38 - 60,Female,Un-Married,Rural,601K - 1M,1,1,"3,001.99"
P05870,38 - 60,Female,Not Married,Urban,601K - 1M,0.28,1,"1,098.35"
P06408,21 - 27,Female,Un-Married,Urban,351K - 600K,0.82,1,"12,418.36"
A01165,21 - 27,Female,Un-Married,Urban,601K - 1M,1,1,975.79
G04386,28 - 37,Male,Not Married,Suburban,601K - 1M,1,3,"4,646.40"
A00335,28 - 37,Male,Married,Suburban,< 100K,1,1,"2,400.83"
A01593,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,1,396.05
P06804,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,0,0.00
P07358,28 - 37,Female,Un-Married,Suburban,351K - 600K,0.77,1,"1,664.69"
P06072,28 - 37,Female,Not Married,Urban,351K - 600K,1,0,0.00
P07378,< 21,Female,Married,Suburban,351K - 600K,1,1,"1,000.99"
P06506,28 - 37,Female,Un-Married,Suburban,< 100K,1,3,"12,940.66"
Z09455,28 - 37,Female,Un-Married,Urban,< 100K,1,1,"14,240.78"
G03271,38 - 60,Male,Married,Urban,100K - 350K,0.68,2,"2,447.82"
G04818,21 - 27,Male,Un-Married,Urban,601K - 1M,1,3,"3,529.48"
Z08198,21 - 27,Female,Un-Married,Suburban,< 100K,0.17,3,"16,320.39"
P05982,28 - 37,Male,Married,Suburban,< 100K,0.97,0,0.00
P06986,21 - 27,Male,Un-Married,Urban,601K - 1M,1,4,"25,157.03"
G03822,38 - 60,Female,Married,Suburban,601K - 1M,1,1,"1,059.05"
Z08570,38 - 60,Male,Married,Suburban,< 100K,1,0,0.00
G02818,28 - 37,Female,Not Married,Urban,100K - 350K,1,1,"6,207.96"
G03079,21 - 27,Female,Married,Urban,351K - 600K,1,1,"1,119.87"
G04806,21 - 27,Female,Married,Urban,601K - 1M,1,0,0.00
G02673,28 - 37,Female,Married,Urban,100K - 350K,1,2,"6,520.21"
G03959,21 - 27,Female,Married,Urban,601K - 1M,1,1,"2,232.41"
A01084,21 - 27,Male,Not Married,Urban,> 1M,1,0,0.00
Z09106,28 - 37,Male,Married,Urban,100K - 350K,1,1,"8,289.06"
P05654,38 - 60,Female,Married,Suburban,100K - 350K,0.6,1,"2,176.34"
P07067,28 - 37,Female,Un-Married,Suburban,351K - 600K,1,1,"3,758.17"
G03590,28 - 37,Male,Not Married,Suburban,351K - 600K,1,1,808.15
P07476,38 - 60,Male,Married,Suburban,> 1M,1,2,"3,088.89"
P07233,38 - 60,Female,Married,Suburban,351K - 600K,1,0,0.00
Z08650,21 - 27,Male,Married,Urban,601K - 1M,0.76,1,"2,888.95"
G02681,21 - 27,Male,Married,Urban,351K - 600K,1,3,"6,225.47"
G04594,28 - 37,Male,Married,Urban,< 100K,1,0,0.00
P05200,28 - 37,Male,Un-Married,Suburban,351K - 600K,1,0,0.00
G04893,21 - 27,Female,Un-Married,Urban,351K - 600K,1,4,"43,848.17"
A01603,21 - 27,Female,Not Married,Rural,351K - 600K,1,0,0.00
Z09583,< 21,Male,Un-Married,Suburban,351K - 600K,1,3,"13,374.48"
A00862,28 - 37,Male,Un-Married,Suburban,100K - 350K,1,5,"17,184.54"
G03502,38 - 60,Female,Not Married,Rural,351K - 600K,1,0,0.00
P07406,21 - 27,Male,Un-Married,Suburban,100K - 350K,1,1,"2,065.81"
P06613,28 - 37,Female,Not Married,Suburban,100K - 350K,0.17,1,719.72
G02572,> 60,Male,Married,Urban,< 100K,1,1,"3,511.56"
G04812,38 - 60,Male,Un-Married,Urban,351K - 600K,1,0,0.00
Z08324,28 - 37,Female,Un-Married,Urban,100K - 350K,0.83,1,686.49
P05324,38 - 60,Male,Married,Suburban,100K - 350K,0.33,0,0.00
Z09936,28 - 37,Male,Not Married,Urban,< 100K,1,4,"66,135.71"
G03048,> 60,Male,Un-Married,Suburban,100K - 350K,0.05,2,"3,544.02"
P05649,21 - 27,Female,Un-Married,Suburban,351K - 600K,1,2,"8,006.13"
A01764,38 - 60,Male,Un-Married,Urban,351K - 600K,0.07,1,"2,714.68"
G03190,28 - 37,Male,Not Married,Urban,< 100K,1,3,"10,978.74"
P05357,28 - 37,Female,Married,Suburban,100K - 350K,1,1,"2,981.23"
P07375,28 - 37,Male,Not Married,Urban,351K - 600K,1,2,"15,668.70"
P05475,28 - 37,Female,Married,Suburban,601K - 1M,0.1,1,"1,997.35"
P07261,> 60,Female,Not Married,Urban,100K - 350K,1,0,0.00
Z09369,> 60,Male,Un-Married,Urban,351K - 600K,1,1,"2,065.71"
Z08255,28 - 37,Female,Married,Urban,601K - 1M,1,1,"3,896.37"
A00369,28 - 37,Female,Married,Urban,351K - 600K,1,2,"24,134.33"
G03752,> 60,Female,Un-Married,Suburban,100K - 350K,1,2,"4,131.39"
A02479,21 - 27,Female,Married,Urban,100K - 350K,1,0,0.00
P07124,38 - 60,Female,Un-Married,Suburban,< 100K,1,0,0.00
A00192,21 - 27,Male,Not Married,Suburban,351K - 600K,1,1,"2,261.07"
Z08241,> 60,Female,Un-Married,Urban,351K - 600K,1,0,0.00
P07458,38 - 60,Male,Married,Suburban,100K - 350K,1,0,0.00
Z09006,> 60,Female,Not Married,Urban,< 100K,0.03,0,0.00
