,target,MSTATUS,CAR_TYPE,REVOKED,URBANICITY,CAR_AGE,MVR_PTS,TIF,TRAVTIME,CLM_COUNT,EXPOSURE
8591,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,10,19,0,0.219
8592,0,No,SUV,No,Highly Urban/ Urban,1.0,0,3,16,1,1.0
8593,0,Yes,SUV,No,Highly Rural/ Rural,8.0,3,1,15,0,1.0
8594,0,Yes,Minivan,Yes,Highly Urban/ Urban,1.0,0,1,34,0,1.0
8595,0,No,Pickup,No,Highly Urban/ Urban,5.0,5,6,30,0,1.0
8596,0,Yes,Van,No,Highly Urban/ Urban,5.0,7,1,23,0,1.0
8597,0,No,SUV,No,Highly Urban/ Urban,6.0,0,1,7,0,1.0
8598,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,4,7,56,0,1.0
8599,1,No,Minivan,No,Highly Urban/ Urban,12.0,1,1,28,4,0.48
8600,0,No,SUV,No,Highly Urban/ Urban,1.0,0,7,11,0,1.0
8601,1,Yes,SUV,No,Highly Urban/ Urban,1.0,4,1,18,2,1.0
8602,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,6,1,35,3,1.0
8603,0,Yes,Panel Truck,Yes,Highly Urban/ Urban,13.0,0,13,52,0,1.0
8604,0,No,Pickup,No,Highly Urban/ Urban,8.0,0,6,9,0,1.0
8605,0,Yes,SUV,Yes,Highly Urban/ Urban,9.0,1,3,5,0,1.0
8606,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,0,13,26,0,1.0
8607,0,No,SUV,Yes,Highly Urban/ Urban,17.0,0,4,18,0,0.729
8608,0,No,Minivan,No,Highly Urban/ Urban,24.0,4,1,17,0,0.051
8609,0,No,SUV,No,Highly Rural/ Rural,9.0,0,6,29,0,1.0
8610,0,Yes,Van,No,Highly Urban/ Urban,14.0,4,1,16,0,1.0
8611,0,Yes,Panel Truck,No,Highly Urban/ Urban,9.0,2,6,52,0,1.0
8612,0,No,Van,No,Highly Urban/ Urban,13.0,4,1,11,0,1.0
8613,0,Yes,SUV,No,Highly Urban/ Urban,11.0,7,17,25,0,0.702
8614,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,3,1,47,3,0.6
8615,1,No,Minivan,No,Highly Urban/ Urban,1.0,4,4,45,5,0.192
8616,0,No,SUV,No,Highly Urban/ Urban,17.0,0,6,57,0,1.0
8617,0,No,Minivan,No,Highly Urban/ Urban,16.0,0,6,72,0,0.408
8618,1,No,SUV,No,Highly Urban/ Urban,1.0,5,1,34,3,1.0
8619,0,Yes,Panel Truck,Yes,Highly Urban/ Urban,20.0,2,1,40,0,0.282
8620,0,Yes,Sports Car,No,Highly Urban/ Urban,7.0,3,9,31,0,1.0
8622,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,1,14,0,1.0
8623,0,No,Minivan,No,Highly Urban/ Urban,8.0,2,6,14,0,1.0
8624,0,Yes,Sports Car,No,Highly Urban/ Urban,3.0,7,1,24,0,1.0
8625,0,Yes,SUV,Yes,Highly Urban/ Urban,5.0,0,10,29,0,0.405
8626,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,6,10,41,2,0.342
8627,0,No,Sports Car,No,Highly Rural/ Rural,9.0,0,1,22,0,1.0
8628,0,Yes,Van,No,Highly Urban/ Urban,7.0,0,6,44,0,1.0
8629,0,Yes,Panel Truck,No,Highly Urban/ Urban,10.0,0,13,26,0,1.0
8630,0,No,SUV,No,Highly Urban/ Urban,15.0,1,6,14,0,0.534
8631,0,Yes,Van,No,Highly Urban/ Urban,1.0,1,13,10,0,0.849
8632,0,Yes,SUV,No,Highly Urban/ Urban,9.0,0,5,43,0,1.0
8633,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,4,6,53,0,1.0
8634,0,No,Pickup,No,Highly Urban/ Urban,8.0,11,3,65,0,1.0
8635,0,No,SUV,No,Highly Urban/ Urban,9.0,1,1,8,0,1.0
8636,0,Yes,Panel Truck,No,Highly Urban/ Urban,7.0,1,1,47,0,0.168
8637,0,Yes,Minivan,No,Highly Urban/ Urban,20.0,0,1,12,0,1.0
8638,0,Yes,Van,Yes,Highly Rural/ Rural,1.0,0,1,47,0,0.603
8639,1,Yes,Pickup,No,Highly Urban/ Urban,11.0,3,3,45,4,1.0
8640,0,No,SUV,No,Highly Urban/ Urban,14.0,0,1,29,0,1.0
8641,0,Yes,Minivan,No,Highly Urban/ Urban,10.0,3,4,28,0,1.0
8642,0,Yes,SUV,Yes,Highly Urban/ Urban,14.0,2,1,24,0,1.0
8643,1,No,SUV,No,Highly Urban/ Urban,7.0,3,3,12,3,1.0
8644,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,3,9,0,1.0
8645,0,No,Sports Car,No,Highly Urban/ Urban,11.0,5,10,23,0,0.657
8648,0,No,Pickup,No,Highly Urban/ Urban,6.0,1,4,28,0,0.69
8650,0,No,Minivan,Yes,Highly Urban/ Urban,8.0,0,6,58,0,1.0
8652,0,Yes,Pickup,No,Highly Urban/ Urban,16.0,0,4,26,0,1.0
8654,0,Yes,Pickup,No,Highly Urban/ Urban,9.0,0,1,5,0,1.0
8655,0,No,Sports Car,No,Highly Rural/ Rural,13.0,0,5,65,0,1.0
8656,0,No,Panel Truck,No,Highly Urban/ Urban,12.0,1,6,23,0,0.867
8657,1,Yes,SUV,No,Highly Urban/ Urban,6.0,0,7,25,3,0.951
8658,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,1,13,44,0,1.0
8659,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,0,13,53,0,1.0
8660,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,2,3,29,0,1.0
8661,0,Yes,Sports Car,No,Highly Urban/ Urban,10.0,1,6,38,0,0.834
8662,0,No,SUV,No,Highly Urban/ Urban,16.0,0,6,39,0,1.0
8663,0,Yes,Minivan,Yes,Highly Urban/ Urban,16.0,0,7,20,0,1.0
8664,0,Yes,Van,Yes,Highly Urban/ Urban,13.0,0,18,18,0,1.0
8665,0,Yes,SUV,No,Highly Urban/ Urban,18.0,2,1,25,0,1.0
8666,0,No,Minivan,No,Highly Rural/ Rural,7.0,4,1,5,0,1.0
8668,0,No,Van,No,Highly Rural/ Rural,1.0,0,1,35,0,1.0
8669,0,Yes,Sports Car,No,Highly Urban/ Urban,11.0,1,4,39,0,0.831
8670,0,Yes,Minivan,Yes,Highly Urban/ Urban,11.0,0,11,24,0,1.0
8671,1,Yes,Minivan,Yes,Highly Urban/ Urban,9.0,3,17,62,2,1.0
8673,0,No,Pickup,No,Highly Urban/ Urban,19.0,3,6,15,1,1.0
8674,0,No,Pickup,No,Highly Rural/ Rural,1.0,1,6,33,0,1.0
8675,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,4,4,39,3,1.0
8676,1,Yes,Minivan,No,Highly Urban/ Urban,16.0,0,10,43,4,0.714
8677,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,13,28,0,0.273
8678,0,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,5,12,29,0,1.0
8679,1,No,SUV,No,Highly Urban/ Urban,1.0,3,6,32,4,0.612
8680,0,Yes,Minivan,No,Highly Urban/ Urban,22.0,1,6,28,0,1.0
8681,0,Yes,SUV,No,Highly Urban/ Urban,10.0,0,1,36,0,1.0
8682,0,No,SUV,No,Highly Urban/ Urban,8.0,1,6,48,0,1.0
8684,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,0,1,20,0,1.0
8685,0,No,Van,No,Highly Urban/ Urban,1.0,0,3,17,0,0.48
8686,0,Yes,Sports Car,No,Highly Urban/ Urban,10.0,2,6,24,0,1.0
8687,0,Yes,Minivan,No,Highly Urban/ Urban,13.0,0,4,11,0,1.0
8688,0,No,Minivan,Yes,Highly Urban/ Urban,15.0,0,6,8,0,1.0
8689,0,Yes,SUV,Yes,Highly Rural/ Rural,1.0,0,10,35,0,1.0
8690,0,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,3,6,28,0,1.0
8691,0,No,Minivan,Yes,Highly Urban/ Urban,22.0,2,1,5,0,1.0
8692,1,Yes,SUV,Yes,Highly Urban/ Urban,9.0,3,1,34,4,0.516
8693,1,Yes,Minivan,No,Highly Urban/ Urban,17.0,3,7,35,4,1.0
8694,0,No,Minivan,No,Highly Urban/ Urban,10.0,0,1,56,0,1.0
8695,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,10,24,0,1.0
8697,1,Yes,SUV,No,Highly Urban/ Urban,5.0,0,1,22,1,0.084
8698,0,Yes,SUV,No,Highly Urban/ Urban,13.0,0,1,13,0,1.0
8699,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,6,17,0,1.0
8700,1,Yes,Sports Car,No,Highly Urban/ Urban,7.0,6,1,27,2,0.594
8701,0,Yes,Van,No,Highly Urban/ Urban,1.0,0,4,52,0,1.0
8702,1,Yes,SUV,No,Highly Urban/ Urban,5.0,7,6,17,4,1.0
8703,1,Yes,SUV,No,Highly Urban/ Urban,1.0,3,3,40,5,0.603
8704,1,No,Pickup,Yes,Highly Urban/ Urban,7.0,0,11,8,3,0.897
8705,0,Yes,SUV,No,Highly Urban/ Urban,13.0,3,3,30,0,1.0
8706,0,Yes,Pickup,No,Highly Urban/ Urban,5.0,0,1,27,0,1.0
8707,0,No,Sports Car,Yes,Highly Urban/ Urban,14.0,2,6,67,0,1.0
8708,0,Yes,Pickup,No,Highly Urban/ Urban,5.0,1,1,25,0,0.765
8709,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,1,6,5,4,1.0
8710,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,14,37,0,1.0
8711,0,No,Minivan,No,Highly Urban/ Urban,1.0,0,1,8,0,1.0
8712,0,Yes,Van,No,Highly Rural/ Rural,15.0,1,6,50,0,0.9
8713,0,No,SUV,No,Highly Urban/ Urban,7.0,7,9,44,0,1.0
8714,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,2,3,34,0,1.0
8715,0,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,0,13,18,0,1.0
8716,1,No,SUV,No,Highly Urban/ Urban,15.0,4,14,35,3,0.744
8717,0,No,Sports Car,No,Highly Rural/ Rural,1.0,0,10,57,0,1.0
8718,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,0,1,48,0,1.0
8719,0,No,SUV,No,Highly Rural/ Rural,13.0,0,1,103,0,1.0
8720,0,Yes,SUV,No,Highly Rural/ Rural,1.0,2,6,46,0,1.0
8721,0,No,SUV,Yes,Highly Urban/ Urban,16.0,4,1,30,0,0.408
8722,0,No,Pickup,No,Highly Urban/ Urban,1.0,1,6,13,0,1.0
8723,1,Yes,Sports Car,No,Highly Urban/ Urban,9.0,1,1,27,3,1.0
8724,0,Yes,Van,No,Highly Rural/ Rural,1.0,1,6,20,0,0.411
8725,0,Yes,SUV,No,Highly Urban/ Urban,9.0,0,4,33,0,1.0
8726,0,Yes,Pickup,No,Highly Rural/ Rural,9.0,1,1,43,0,1.0
8728,0,Yes,Pickup,No,Highly Rural/ Rural,8.0,0,10,27,0,1.0
8729,0,Yes,Minivan,No,Highly Urban/ Urban,18.0,0,4,26,0,1.0
8730,0,No,Minivan,No,Highly Urban/ Urban,9.0,1,1,15,0,1.0
8731,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,3,1,53,1,1.0
8732,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,1,7,8,0,1.0
8733,1,Yes,SUV,No,Highly Rural/ Rural,1.0,2,3,35,3,0.357
8734,0,No,Pickup,No,Highly Rural/ Rural,9.0,0,9,35,0,1.0
8735,0,Yes,Pickup,No,Highly Urban/ Urban,14.0,0,8,39,0,1.0
8736,0,Yes,Panel Truck,No,Highly Urban/ Urban,12.0,4,1,33,0,1.0
8737,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,1,14,58,0,1.0
8739,0,No,Pickup,No,Highly Urban/ Urban,16.0,2,15,73,0,1.0
8740,0,Yes,SUV,No,Highly Urban/ Urban,7.0,0,6,37,0,1.0
8741,1,Yes,Van,No,Highly Urban/ Urban,10.0,0,4,32,3,0.396
8742,0,No,Panel Truck,No,Highly Urban/ Urban,13.0,1,4,8,0,0.654
8743,0,Yes,SUV,Yes,Highly Rural/ Rural,14.0,0,10,6,0,0.033
8744,0,Yes,Minivan,No,Highly Urban/ Urban,8.0,2,1,38,0,1.0
8745,0,Yes,SUV,No,Highly Rural/ Rural,1.0,0,7,37,0,0.267
8746,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,1,53,0,1.0
8747,0,No,Van,No,Highly Urban/ Urban,18.0,0,7,21,0,1.0
8748,0,Yes,Van,No,Highly Rural/ Rural,10.0,2,10,42,0,1.0
8749,0,No,Pickup,No,Highly Urban/ Urban,13.0,1,1,33,0,1.0
8750,1,Yes,Sports Car,No,Highly Urban/ Urban,7.0,4,1,57,3,0.996
8751,0,No,Minivan,Yes,Highly Urban/ Urban,11.0,2,1,31,0,1.0
8752,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,3,62,0,1.0
8753,0,Yes,Minivan,No,Highly Urban/ Urban,5.0,5,1,66,0,1.0
8754,0,Yes,Pickup,No,Highly Urban/ Urban,16.0,0,17,47,0,1.0
8755,0,Yes,Panel Truck,No,Highly Urban/ Urban,15.0,0,1,26,0,1.0
8756,0,Yes,Minivan,No,Highly Rural/ Rural,6.0,1,1,22,0,1.0
8757,0,No,Minivan,No,Highly Urban/ Urban,14.0,2,9,61,0,1.0
8758,0,No,Panel Truck,No,Highly Urban/ Urban,1.0,3,6,17,0,1.0
8759,0,No,Van,No,Highly Urban/ Urban,17.0,2,6,26,0,1.0
8760,1,No,Pickup,No,Highly Urban/ Urban,14.0,4,1,66,2,0.351
8762,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,1,11,26,0,0.564
8763,0,No,Sports Car,No,Highly Urban/ Urban,11.0,0,1,37,0,1.0
8764,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,7,15,0,1.0
8765,0,No,Sports Car,No,Highly Urban/ Urban,7.0,2,6,28,0,1.0
8766,0,Yes,SUV,No,Highly Urban/ Urban,5.0,1,1,18,0,1.0
8767,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,3,10,18,0,1.0
8768,0,Yes,Pickup,Yes,Highly Urban/ Urban,11.0,4,6,17,0,1.0
8769,0,Yes,Pickup,No,Highly Rural/ Rural,1.0,1,6,39,0,1.0
8770,0,Yes,Panel Truck,No,Highly Urban/ Urban,20.0,0,1,21,0,1.0
8772,0,Yes,SUV,No,Highly Urban/ Urban,16.0,1,10,24,0,1.0
8773,1,Yes,Minivan,Yes,Highly Urban/ Urban,10.0,3,4,46,3,0.171
8774,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,1,7,39,0,1.0
8775,0,Yes,Van,No,Highly Urban/ Urban,5.0,2,1,5,0,1.0
8776,0,No,Minivan,No,Highly Urban/ Urban,14.0,0,1,13,0,1.0
8777,0,Yes,Minivan,No,Highly Urban/ Urban,17.0,2,4,19,0,1.0
8778,1,Yes,Panel Truck,No,Highly Urban/ Urban,7.0,0,1,35,5,0.696
8779,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,5,7,31,0,1.0
8780,0,Yes,SUV,No,Highly Urban/ Urban,18.0,1,3,35,0,0.441
8781,0,No,Pickup,Yes,Highly Urban/ Urban,23.0,0,7,36,0,0.696
8782,0,No,Pickup,No,Highly Urban/ Urban,17.0,0,4,19,0,1.0
8784,0,No,Van,No,Highly Urban/ Urban,10.0,1,6,28,1,1.0
8785,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,1,17,0,1.0
8786,0,Yes,Sports Car,No,Highly Rural/ Rural,8.0,3,10,77,0,1.0
8787,0,No,Panel Truck,No,Highly Urban/ Urban,10.0,4,7,8,0,1.0
8788,0,No,Minivan,No,Highly Rural/ Rural,1.0,1,7,42,0,1.0
8789,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,9,5,0,1.0
8790,1,Yes,Panel Truck,Yes,Highly Urban/ Urban,1.0,0,3,30,2,1.0
8791,0,Yes,Sports Car,No,Highly Rural/ Rural,1.0,1,1,43,0,1.0
8792,0,Yes,Pickup,No,Highly Urban/ Urban,12.0,2,4,40,0,1.0
8793,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,7,6,23,0,0.942
8794,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,2,1,41,0,1.0
8795,1,Yes,SUV,No,Highly Urban/ Urban,1.0,5,1,24,2,0.633
8797,0,No,Pickup,No,Highly Urban/ Urban,13.0,3,1,29,0,1.0
8798,0,Yes,SUV,No,Highly Urban/ Urban,14.0,0,1,20,0,1.0
8799,0,No,Minivan,No,Highly Urban/ Urban,13.0,0,4,19,0,1.0
8800,0,No,Pickup,No,Highly Rural/ Rural,6.0,0,6,42,0,1.0
8801,0,Yes,Panel Truck,No,Highly Rural/ Rural,18.0,7,1,29,0,1.0
8802,1,No,Van,No,Highly Rural/ Rural,1.0,1,4,17,2,0.981
8803,0,No,SUV,No,Highly Rural/ Rural,15.0,2,10,30,0,1.0
8804,0,Yes,SUV,No,Highly Urban/ Urban,8.0,2,6,21,0,1.0
8805,0,No,Panel Truck,No,Highly Urban/ Urban,1.0,0,1,34,0,1.0
8806,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,3,4,37,0,1.0
8807,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,1,19,0,1.0
8808,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,2,6,77,3,0.858
8809,0,No,SUV,No,Highly Urban/ Urban,7.0,3,7,24,0,1.0
8810,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,1,45,0,1.0
8811,1,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,10,60,5,0.483
8812,1,Yes,Van,No,Highly Urban/ Urban,7.0,0,7,53,3,1.0
8813,0,Yes,Minivan,No,Highly Urban/ Urban,7.0,0,1,36,0,1.0
8814,0,No,Minivan,No,Highly Urban/ Urban,13.0,5,1,40,0,1.0
8815,0,No,SUV,No,Highly Rural/ Rural,6.0,0,4,46,0,1.0
8816,0,No,Minivan,No,Highly Rural/ Rural,5.0,0,3,38,0,1.0
8817,0,Yes,Minivan,No,Highly Urban/ Urban,16.0,1,1,25,0,1.0
8818,0,Yes,SUV,No,Highly Urban/ Urban,1.0,1,1,15,0,1.0
8819,0,Yes,Van,No,Highly Urban/ Urban,5.0,1,3,17,0,1.0
8820,1,No,Sports Car,No,Highly Urban/ Urban,1.0,1,4,25,3,0.072
8821,0,Yes,Minivan,Yes,Highly Urban/ Urban,11.0,5,1,63,0,1.0
8822,0,Yes,SUV,No,Highly Urban/ Urban,7.0,8,3,17,0,1.0
8823,0,No,SUV,No,Highly Urban/ Urban,12.0,0,10,42,0,0.282
8824,0,No,Minivan,No,Highly Urban/ Urban,16.0,0,7,32,0,0.882
8825,0,Yes,Pickup,No,Highly Urban/ Urban,8.0,1,1,39,0,1.0
8826,0,Yes,SUV,No,Highly Urban/ Urban,12.0,0,4,15,0,1.0
8827,0,Yes,Sports Car,No,Highly Rural/ Rural,14.0,0,16,5,0,1.0
8829,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,6,38,0,1.0
8830,0,No,Pickup,No,Highly Urban/ Urban,7.0,2,4,22,0,0.849
8831,0,No,Sports Car,No,Highly Urban/ Urban,10.0,0,10,31,0,1.0
8832,0,Yes,Van,No,Highly Urban/ Urban,15.0,0,6,48,0,1.0
8833,0,Yes,Panel Truck,No,Highly Urban/ Urban,17.0,0,7,13,0,1.0
8834,0,Yes,Van,No,Highly Urban/ Urban,10.0,2,7,13,0,0.534
8835,0,Yes,Minivan,No,Highly Urban/ Urban,11.0,5,1,10,0,1.0
8836,0,No,Pickup,No,Highly Urban/ Urban,1.0,0,10,36,0,1.0
8837,0,Yes,Minivan,No,Highly Urban/ Urban,1.0,0,1,36,0,1.0
8838,0,No,SUV,No,Highly Urban/ Urban,5.0,2,4,9,0,0.87
8839,0,Yes,Minivan,No,Highly Urban/ Urban,9.0,0,10,32,0,1.0
8840,0,Yes,Pickup,No,Highly Urban/ Urban,13.0,3,15,33,0,0.51
8842,1,Yes,Van,No,Highly Urban/ Urban,12.0,0,1,32,2,1.0
8843,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,2,4,7,0,1.0
8844,1,No,SUV,No,Highly Rural/ Rural,1.0,3,4,33,4,0.42
8845,0,No,SUV,No,Highly Urban/ Urban,18.0,5,6,12,0,1.0
8847,0,No,Van,No,Highly Urban/ Urban,20.0,0,1,32,0,1.0
8848,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,3,7,25,0,0.507
8849,0,Yes,Pickup,No,Highly Urban/ Urban,21.0,3,13,34,0,1.0
8850,1,No,SUV,No,Highly Urban/ Urban,7.0,1,10,20,4,0.108
8851,0,No,Pickup,No,Highly Urban/ Urban,10.0,0,6,41,0,1.0
8852,0,Yes,Panel Truck,No,Highly Urban/ Urban,17.0,0,1,18,0,0.789
8854,0,No,SUV,No,Highly Rural/ Rural,1.0,0,6,35,0,1.0
8855,0,No,Panel Truck,No,Highly Urban/ Urban,5.0,0,6,6,0,1.0
8856,1,No,Pickup,No,Highly Urban/ Urban,1.0,6,10,29,3,0.144
8857,1,Yes,Pickup,No,Highly Rural/ Rural,7.0,6,4,38,2,1.0
8858,0,No,Pickup,No,Highly Urban/ Urban,13.0,0,4,35,0,1.0
8859,1,Yes,Panel Truck,No,Highly Urban/ Urban,23.0,1,1,18,2,1.0
8860,0,Yes,SUV,No,Highly Urban/ Urban,13.0,5,1,47,0,1.0
8861,0,No,Minivan,No,Highly Urban/ Urban,12.0,0,1,36,0,0.738
8862,0,No,SUV,No,Highly Rural/ Rural,1.0,0,7,57,0,1.0
8863,1,Yes,Pickup,No,Highly Urban/ Urban,1.0,6,1,35,3,0.657
8864,0,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,2,1,15,0,1.0
8865,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,0,16,26,0,1.0
8866,0,No,Minivan,No,Highly Urban/ Urban,1.0,0,11,17,0,1.0
8867,0,Yes,Minivan,No,Highly Rural/ Rural,8.0,0,11,21,0,1.0
8869,0,Yes,Minivan,No,Highly Urban/ Urban,14.0,2,10,17,0,1.0
8870,1,No,Sports Car,Yes,Highly Rural/ Rural,7.0,1,4,60,3,1.0
8871,0,Yes,Minivan,No,Highly Urban/ Urban,22.0,0,1,41,0,1.0
8872,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,4,6,48,0,1.0
8873,0,Yes,Van,No,Highly Urban/ Urban,1.0,0,10,35,0,1.0
8874,0,No,Minivan,No,Highly Urban/ Urban,10.0,0,4,10,0,1.0
8875,0,Yes,SUV,No,Highly Urban/ Urban,14.0,0,1,26,0,1.0
8876,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,0,1,19,0,1.0
8877,0,Yes,Sports Car,No,Highly Urban/ Urban,7.0,4,4,20,0,0.615
8878,0,Yes,Panel Truck,No,Highly Urban/ Urban,1.0,3,6,50,0,1.0
8879,1,Yes,SUV,No,Highly Urban/ Urban,1.0,2,4,35,4,0.879
8880,0,No,Minivan,No,Highly Urban/ Urban,19.0,9,13,42,0,1.0
8881,0,Yes,Sports Car,No,Highly Urban/ Urban,11.0,1,3,19,0,0.426
8882,0,Yes,Van,No,Highly Urban/ Urban,18.0,6,10,49,0,1.0
8883,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,1,44,0,1.0
8884,0,No,Minivan,No,Highly Urban/ Urban,14.0,0,13,19,0,1.0
8885,0,Yes,SUV,No,Highly Rural/ Rural,1.0,4,6,62,0,1.0
8886,0,Yes,Panel Truck,No,Highly Urban/ Urban,8.0,0,1,5,0,0.411
8887,0,Yes,Van,No,Highly Urban/ Urban,20.0,2,7,14,0,1.0
8889,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,8,1,22,0,1.0
8890,0,No,Pickup,No,Highly Urban/ Urban,9.0,4,4,33,0,1.0
8891,0,Yes,SUV,Yes,Highly Urban/ Urban,14.0,0,4,27,0,1.0
8892,0,No,Panel Truck,No,Highly Urban/ Urban,1.0,0,7,37,0,1.0
8893,0,No,Minivan,No,Highly Urban/ Urban,17.0,6,3,27,0,1.0
8895,1,No,SUV,No,Highly Urban/ Urban,17.0,0,1,17,4,1.0
8896,1,Yes,SUV,No,Highly Urban/ Urban,9.0,3,1,24,1,0.615
8897,1,No,SUV,Yes,Highly Urban/ Urban,12.0,0,9,60,5,0.096
8898,0,Yes,Minivan,No,Highly Rural/ Rural,1.0,0,4,43,0,1.0
8899,0,Yes,Pickup,No,Highly Rural/ Rural,9.0,2,4,45,0,1.0
8900,0,Yes,Sports Car,No,Highly Urban/ Urban,21.0,0,3,15,0,1.0
8902,0,Yes,SUV,No,Highly Urban/ Urban,14.0,6,12,30,0,0.672
8903,1,Yes,Pickup,Yes,Highly Urban/ Urban,1.0,11,4,5,3,1.0
8904,0,No,SUV,No,Highly Urban/ Urban,7.0,1,6,33,1,1.0
8905,0,Yes,Minivan,No,Highly Rural/ Rural,10.0,2,1,54,0,1.0
8906,0,Yes,Pickup,No,Highly Urban/ Urban,11.0,0,1,37,0,1.0
8907,0,Yes,Panel Truck,No,Highly Rural/ Rural,9.0,0,14,55,0,1.0
8908,1,No,Pickup,Yes,Highly Rural/ Rural,1.0,0,4,35,5,0.612
8909,1,Yes,Sports Car,No,Highly Urban/ Urban,8.0,2,1,64,5,1.0
8910,0,Yes,Sports Car,No,Highly Urban/ Urban,9.0,5,7,47,1,1.0
8912,1,No,SUV,Yes,Highly Urban/ Urban,1.0,2,1,26,5,0.84
8914,0,Yes,Pickup,No,Highly Urban/ Urban,1.0,2,4,18,0,1.0
8915,0,Yes,SUV,No,Highly Urban/ Urban,1.0,0,10,37,0,1.0
8916,0,No,SUV,No,Highly Urban/ Urban,12.0,7,7,5,0,1.0
8917,0,Yes,SUV,No,Highly Urban/ Urban,12.0,2,6,19,0,1.0
8918,0,No,SUV,No,Highly Urban/ Urban,10.0,0,7,6,0,1.0
8919,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,1,1,50,2,0.675
8920,0,No,Minivan,No,Highly Urban/ Urban,11.0,0,1,35,1,1.0
8921,0,Yes,SUV,No,Highly Rural/ Rural,11.0,0,10,44,0,1.0
8922,1,No,Pickup,No,Highly Urban/ Urban,2.0,3,1,65,3,1.0
8923,0,Yes,Sports Car,No,Highly Urban/ Urban,13.0,0,4,38,0,1.0
8924,0,No,SUV,No,Highly Rural/ Rural,5.0,0,1,35,0,1.0
8925,0,Yes,Minivan,No,Highly Urban/ Urban,12.0,4,4,5,0,1.0
8927,1,Yes,Pickup,No,Highly Urban/ Urban,11.0,3,4,20,3,1.0
8928,0,No,Minivan,No,Highly Urban/ Urban,14.0,0,1,5,0,0.957
8929,0,Yes,Pickup,No,Highly Urban/ Urban,6.0,0,13,42,0,1.0
8930,0,Yes,Minivan,No,Highly Urban/ Urban,6.0,5,1,59,0,1.0
8931,1,Yes,Sports Car,No,Highly Urban/ Urban,1.0,5,1,17,3,0.789
8932,0,Yes,SUV,No,Highly Urban/ Urban,8.0,0,10,41,0,1.0
8933,0,Yes,Sports Car,No,Highly Urban/ Urban,1.0,0,7,30,0,1.0
8934,0,No,Sports Car,No,Highly Urban/ Urban,21.0,4,6,39,0,0.468
8935,0,Yes,SUV,No,Highly Rural/ Rural,22.0,0,1,62,0,1.0
8936,1,Yes,Minivan,No,Highly Urban/ Urban,6.0,0,13,5,4,0.579
8937,1,No,Minivan,No,Highly Urban/ Urban,15.0,2,1,22,2,0.471
8938,0,Yes,Sports Car,No,Highly Rural/ Rural,8.0,0,6,37,0,1.0
